k,f,grad_norm,t_k,cpu_time,cpu_time_sum
0,0.0,32.048512665192554,1.0,0.015625,0.015625
1,-0.5798529366227371,31.56425030954025,1.0,0.140625,0.15625
2,-1.0182660742924,30.94840019783647,1.0,0.0,0.15625
3,-1.4940170936843131,30.60125458215985,1.0,0.015625,0.171875
4,-2.0214749003693653,29.949697595157087,1.0,0.015625,0.1875
5,-2.4243253452510927,29.60601786815535,1.0,0.09375,0.28125
6,-2.9459952063095494,28.949959693708916,1.0,0.015625,0.296875
7,-3.255242715338154,28.584519598849,1.0,0.015625,0.3125
8,-3.679271736885236,28.06093435421082,1.0,0.015625,0.328125
9,-4.021947127851504,27.543219463215532,1.0,0.0625,0.390625
10,-4.372605405432449,27.143894222784027,1.0,0.0,0.390625
11,-4.660704001208033,27.007492533079727,1.0,0.015625,0.40625
12,-4.959700124693678,26.645012844945757,1.0,0.015625,0.421875
13,-5.208765545603187,26.53000544215238,1.0,0.09375,0.515625
14,-5.550638916506394,26.060273092666193,1.0,0.0,0.515625
15,-5.98741153352617,25.37875561814927,1.0,0.015625,0.53125
16,-6.306256639713481,24.818630848840115,1.0,0.078125,0.609375
17,-6.633452881990509,24.42698260851771,1.0,0.03125,0.640625
18,-7.080388130177362,23.704872093945383,1.0,0.015625,0.65625
19,-7.326969123873717,23.43921398914868,1.0,0.015625,0.671875
20,-7.540458609628096,23.213695924892754,1.0,0.03125,0.703125
21,-7.793148043820066,22.79033224958289,1.0,0.03125,0.734375
22,-8.066801271027224,22.411662531206993,1.0,0.03125,0.765625
23,-8.406714458705476,21.8560686501081,1.0,0.015625,0.78125
24,-8.609552078466695,21.440584182369477,1.0,0.046875,0.828125
25,-8.850246392520546,21.18962535860593,1.0,0.015625,0.84375
26,-9.014062598449083,20.975158024725015,1.0,0.015625,0.859375
27,-9.254689927472771,20.67498844564624,1.0,0.015625,0.875
28,-9.50543798975592,20.357693322507007,1.0,0.015625,0.890625
29,-9.663717548140644,20.16597927907877,1.0,0.015625,0.90625
30,-9.876574108153987,20.07678050733967,1.0,0.078125,0.984375
31,-10.095997801224451,19.68761979822096,1.0,0.03125,1.015625
32,-10.290333757085621,19.375232142234427,1.0,0.015625,1.03125
33,-10.529168211495428,19.06083797340101,1.0,0.015625,1.046875
34,-10.651828366509033,18.8623977805988,1.0,0.140625,1.1875
35,-10.824404774744979,18.617900306382765,1.0,0.03125,1.21875
36,-10.951041778733222,18.364960920021808,1.0,0.015625,1.234375
37,-11.088934354625195,18.20303001519008,1.0,0.015625,1.25
38,-11.315903230903864,17.78301460891097,1.0,0.140625,1.390625
39,-11.514680098462827,17.252206227957668,1.0,0.015625,1.40625
40,-11.639332023278122,17.10100719687422,1.0,0.015625,1.421875
41,-11.780418167999752,16.849820426761667,1.0,0.015625,1.4375
42,-11.986208438523576,16.719561498043923,1.0,0.140625,1.578125
43,-12.178049710333356,16.411485216185525,1.0,0.015625,1.59375
44,-12.324208094017365,16.340894909461426,1.0,0.03125,1.625
45,-12.456257821222698,16.340556255873164,1.0,0.0625,1.6875
46,-12.608408363441075,16.209514437211137,1.0,0.0625,1.75
47,-12.731694835969163,16.08676894958847,1.0,0.015625,1.765625
48,-12.88428962424132,15.921298414160674,1.0,0.078125,1.84375
49,-13.069476465741275,15.740827301793905,1.0,0.109375,1.953125
50,-13.166196395535419,15.577974853797032,1.0,0.03125,1.984375
51,-13.265754980798036,15.421803962959496,1.0,0.03125,2.015625
52,-13.423883028762772,15.037840302180744,1.0,0.03125,2.046875
53,-13.546948571843156,14.853916051518587,1.0,0.03125,2.078125
54,-13.666036190646155,14.808467654076717,1.0,0.046875,2.125
55,-13.771793213126607,14.635396064688486,1.0,0.09375,2.21875
56,-13.839113031676018,14.602172695024986,1.0,0.015625,2.234375
57,-13.969180866954106,14.420939370632635,1.0,0.140625,2.375
58,-14.07812552812348,14.195525009751348,1.0,0.03125,2.40625
59,-14.20165832258023,14.13195253821989,1.0,0.015625,2.421875
60,-14.275931097301498,14.042629891758233,1.0,0.140625,2.5625
61,-14.36521978225359,13.902290487237718,1.0,0.0,2.5625
62,-14.488474494526066,13.826140365408783,1.0,0.09375,2.65625
63,-14.60198606815905,13.66386642257981,1.0,0.015625,2.671875
64,-14.718292486355564,13.455830533009753,1.0,0.140625,2.8125
65,-14.775525141664437,13.385577109665666,1.0,0.015625,2.828125
66,-14.856505776044369,13.306582103111436,1.0,0.125,2.953125
67,-14.932348761033575,13.073127833621891,1.0,0.03125,2.984375
68,-14.99197944795004,12.889934184789762,1.0,0.078125,3.0625
69,-15.09578687047941,12.764723236186567,1.0,0.015625,3.078125
70,-15.17674838438515,12.770598506292218,1.0,0.140625,3.21875
71,-15.280811460152666,12.521666038347778,1.0,0.015625,3.234375
72,-15.36435299629852,12.375046894676117,1.0,0.03125,3.265625
73,-15.422745111351931,12.352968933105085,1.0,0.015625,3.28125
74,-15.502648051603499,12.286230786571437,1.0,0.140625,3.421875
75,-15.59280574177207,12.173886080504264,1.0,0.015625,3.4375
76,-15.685183623276231,12.081370240049985,1.0,0.078125,3.515625
