k,f,grad_norm,t_k
586,-132.1767733334774,0.023302175232252302,1.0
587,-132.17677544390148,0.02311074077412771,1.0
588,-132.1767782615413,0.022965927446511554,1.0
589,-132.17678059538068,0.022666180009078607,1.0
590,-132.17678417350868,0.022227349072350047,1.0
591,-132.17678658258066,0.02207094336731104,1.0
592,-132.17678986630273,0.021799793580008747,1.0
593,-132.17679200603388,0.021455988054361226,1.0
594,-132.17679431041952,0.021254864813803377,1.0
595,-132.17679650951038,0.02114516427236181,1.0
596,-132.17679774417178,0.021005546595625008,1.0
597,-132.1767998243046,0.02073498822782594,1.0
598,-132.17680160965682,0.020533216471252724,1.0
599,-132.17680340401915,0.02017925249786142,1.0
600,-132.17680562188988,0.019823845259116377,1.0
601,-132.17680785702228,0.019547169298978727,1.0
602,-132.1768097768468,0.019426745471961895,1.0
603,-132.176811495598,0.019263068794712544,1.0
604,-132.17681296565632,0.019042567951956774,1.0
605,-132.17681436624932,0.01893810853986646,1.0
606,-132.17681590371862,0.01862195647973999,1.0
607,-132.1768176591178,0.018390288253281453,1.0
608,-132.17681967246224,0.01808689497877842,1.0
609,-132.176821148606,0.017869257384623742,1.0
610,-132.1768225054688,0.017710887167725523,1.0
611,-132.1768235237774,0.01749746670478805,1.0
612,-132.17682507397745,0.017234567670965546,1.0
613,-132.17682661556998,0.01699234278960041,1.0
614,-132.17682806632772,0.016664370657628616,1.0
615,-132.17682923970588,0.016605752022604024,1.0
616,-132.1768301754849,0.016557818747274116,1.0
617,-132.1768313481225,0.016586037165955716,1.0
618,-132.17683235930969,0.01646629130464567,1.0
619,-132.17683377276848,0.0163546382349366,1.0
620,-132.17683498901337,0.016165564042711876,1.0
621,-132.1768363107771,0.015984833725145416,1.0
622,-132.1768374339052,0.015737164422021967,1.0
623,-132.17683878263225,0.015398151695736339,1.0
624,-132.17684019822468,0.015281612792859459,1.0
625,-132.17684138690126,0.015184449547377122,1.0
626,-132.17684252747588,0.01499555307373292,1.0
627,-132.1768437451442,0.014779740776757077,1.0
628,-132.17684476048765,0.014541352259213974,1.0
629,-132.17684549263564,0.014506505868536992,1.0
630,-132.17684637275394,0.014521176203479086,1.0
631,-132.17684734760013,0.014311006045640432,1.0
632,-132.1768480622602,0.014260900368475674,1.0
633,-132.1768492914421,0.014172315268974828,1.0
634,-132.17685025193737,0.014016166961932653,1.0
635,-132.17685137235588,0.013771736682097628,1.0
636,-132.17685214855211,0.013634768401211673,1.0
637,-132.176853236906,0.013471227114506892,1.0
638,-132.17685399890635,0.013422704550657484,1.0
639,-132.17685475421595,0.01322648364216671,1.0
640,-132.17685554971422,0.01304324380401163,1.0
641,-132.17685652883716,0.012865542602744749,1.0
642,-132.17685712287573,0.012765339945953415,1.0
643,-132.1768578169019,0.012621651300128739,1.0
644,-132.176858430771,0.012490535847870573,1.0
645,-132.176859076984,0.012364714233351294,1.0
646,-132.1768598046846,0.012274674860217888,1.0
647,-132.17686060378412,0.012238192415970033,1.0
648,-132.17686134388094,0.012222600965231275,1.0
649,-132.17686207850699,0.012073318010560627,1.0
650,-132.17686297672532,0.011859792597841054,1.0
651,-132.17686375556596,0.01170267370980198,1.0
652,-132.17686429450782,0.011531760876575698,1.0
653,-132.17686488133833,0.011358227436765662,1.0
654,-132.1768655723865,0.01121513724576905,1.0
655,-132.17686604848674,0.011149233853221521,1.0
656,-132.1768666610541,0.011051964158207715,1.0
657,-132.17686725441746,0.010946886109347456,1.0
658,-132.17686780393925,0.0107803814150511,1.0
659,-132.17686831179867,0.010768205949260453,1.0
660,-132.1768688901417,0.01068315275157669,1.0
661,-132.1768694762599,0.01062064910954187,1.0
662,-132.17687002750677,0.010497864010978342,1.0
663,-132.17687051321553,0.010438402511276186,1.0
664,-132.17687116978726,0.010203634961851891,1.0
665,-132.17687167885734,0.010105476702174196,1.0
666,-132.176872052364,0.010011226834300441,1.0
667,-132.17687262406645,0.009982042398170328,1.0
668,-132.17687306550022,0.009879765172421343,1.0
669,-132.17687358175812,0.00975077187261479,1.0
670,-132.17687398298753,0.009571702554597923,1.0
671,-132.17687432392898,0.009540162811165478,1.0
672,-132.17687461474725,0.009456219600344273,1.0
673,-132.176875030312,0.009359309904353711,1.0
674,-132.1768754307804,0.0092593610774332,1.0
675,-132.17687585668077,0.00920073329685169,1.0
676,-132.17687617980357,0.009125667732430372,1.0
677,-132.1768766545715,0.009006500502073234,1.0
678,-132.176876931626,0.008910553367027478,1.0
679,-132.1768772320146,0.00885596572883405,1.0
680,-132.17687760364058,0.008723710257475382,1.0
681,-132.17687789537135,0.008635399203179685,1.0
682,-132.17687828662196,0.008602575937419876,1.0
683,-132.1768786631714,0.008509070945204688,1.0
684,-132.17687902959196,0.00844353803453513,1.0
685,-132.17687923741607,0.008428818216314185,1.0
686,-132.1768795996887,0.008331145758981594,1.0
687,-132.17688002882204,0.008181574505056194,1.0
688,-132.17688038457538,0.008063017209458744,1.0
689,-132.17688067200572,0.008013188065545036,1.0
690,-132.17688095670772,0.007886253864708663,1.0
691,-132.1768812441146,0.007799122391390459,1.0
692,-132.17688150410578,0.007785186465508451,1.0
693,-132.17688165470742,0.007744506187249906,1.0
694,-132.1768819049483,0.007634763210357487,1.0
695,-132.17688225639827,0.007513030960923692,1.0
696,-132.17688252150467,0.0074157182625006705,1.0
697,-132.1768827183544,0.007336449997969034,1.0
698,-132.17688301165484,0.007174914587261207,1.0
699,-132.17688324040654,0.007085931546324627,1.0
700,-132.1768833961196,0.007064470210857284,1.0
701,-132.17688366093486,0.0069798423985558385,1.0
702,-132.17688393519916,0.006881242259202183,1.0
703,-132.1768840831146,0.006814356870221825,1.0
704,-132.17688429617664,0.006751999431817093,1.0
705,-132.17688453819665,0.006698317403249945,1.0
706,-132.17688480063157,0.006600654136193259,1.0
707,-132.17688498609016,0.006500073534205392,1.0
708,-132.17688520159106,0.006436107521062084,1.0
709,-132.17688539120857,0.00636177814759596,1.0
710,-132.17688556461272,0.006323352463765554,1.0
711,-132.17688574694267,0.006272935694379137,1.0
712,-132.17688590843557,0.006228898200485365,1.0
713,-132.1768860712242,0.006194582675274486,1.0
714,-132.17688624544476,0.006126171378769701,1.0
715,-132.17688641527437,0.006070145493808929,1.0
716,-132.176886573094,0.005992267263774202,1.0
717,-132.17688672191667,0.005908668692727605,1.0
718,-132.17688684940578,0.0058907415577572255,1.0
719,-132.1768870458165,0.005819721498636243,1.0
720,-132.17688720954712,0.0056996648320724996,1.0
721,-132.17688735864704,0.005624119645541097,1.0
722,-132.1768874785405,0.0055756507552521435,1.0
723,-132.1768876217054,0.005537919920473591,1.0
724,-132.17688779646875,0.0054938453402192155,1.0
725,-132.17688798355064,0.005422406050695974,1.0
726,-132.17688814434058,0.005387296120435631,1.0
727,-132.17688827855122,0.00531253669226197,1.0
728,-132.176888390348,0.005245402283558872,1.0
729,-132.17688851070852,0.005217331257767291,1.0
730,-132.1768886293419,0.005151579527044289,1.0
731,-132.17688875885614,0.005094669610451154,1.0
732,-132.1768888699935,0.005081334962748497,1.0
733,-132.176888986246,0.0050385078680500114,1.0
734,-132.17688909113778,0.004981114744539063,1.0
735,-132.17688918449076,0.004923344439062106,1.0
736,-132.17688931401898,0.0048745692699641,1.0
737,-132.17688940525855,0.004824384612573753,1.0
738,-132.17688951843385,0.004796560759267433,1.0
739,-132.17688963681613,0.004679011001673686,1.0
740,-132.176889734309,0.00463218005110768,1.0
741,-132.17688984630152,0.004602556434192738,1.0
742,-132.17688995965932,0.004551350598129133,1.0
743,-132.17689004837828,0.0044912608483680195,1.0
744,-132.17689013151895,0.0044593990343950165,1.0
745,-132.17689023201373,0.0043759746293159955,1.0
746,-132.17689033240703,0.004349802372111247,1.0
747,-132.17689044210633,0.004301545045415148,1.0
748,-132.17689055252058,0.004250946291250684,1.0
749,-132.17689063108654,0.004224000055878059,1.0
750,-132.1768907075257,0.0041692594076485415,1.0
751,-132.17689078654732,0.004101413288412543,1.0
752,-132.17689083989828,0.004086255613719671,1.0
753,-132.1768909178649,0.004049113145409074,1.0
754,-132.1768909879938,0.004039583307472032,1.0
755,-132.17689105370843,0.004033384559043582,1.0
756,-132.1768911221808,0.0040204049574109986,1.0
757,-132.1768912192819,0.003967543619391491,1.0
758,-132.17689129287925,0.003912817767998997,1.0
759,-132.17689134928165,0.0038594698099989997,1.0
760,-132.17689141661285,0.0038331865198368027,1.0
761,-132.17689149336195,0.0037942411094847466,1.0
762,-132.1768915619549,0.003749707996284721,1.0
763,-132.17689163258697,0.0037219059201337467,1.0
764,-132.17689168158506,0.0036727232540111764,1.0
765,-132.17689174981615,0.0036381356798549556,1.0
766,-132.17689181611806,0.003582447847953548,1.0
767,-132.17689188488842,0.0035255091399011436,1.0
768,-132.17689196021354,0.0034805394287918804,1.0
769,-132.17689202335947,0.003456274141849661,1.0
770,-132.17689206626704,0.003432032503045938,1.0
771,-132.17689211849017,0.003408318835056711,1.0
772,-132.1768921591016,0.00339227820627501,1.0
773,-132.1768922112204,0.0033706248694101116,1.0
774,-132.17689226831232,0.003336935025230602,1.0
775,-132.17689230756827,0.00332009714201286,1.0
776,-132.1768923659299,0.0032859231936639313,1.0
777,-132.17689241641173,0.003248406459693328,1.0
778,-132.17689247637443,0.0032053574235539825,1.0
779,-132.176892533668,0.003146883883412873,1.0
780,-132.17689258694313,0.0031224245525459217,1.0
781,-132.17689262699827,0.003103021427487499,1.0
782,-132.17689268203264,0.003053421389058979,1.0
783,-132.17689272357666,0.0030234290131406845,1.0
784,-132.17689277123648,0.00299312535964333,1.0
785,-132.17689280266794,0.0029631912834692446,1.0
786,-132.17689285461714,0.0029178414164022304,1.0
787,-132.17689289281532,0.0028764333114594744,1.0
788,-132.17689293659342,0.0028566837292902107,1.0
789,-132.1768929674138,0.0028389142115129665,1.0
790,-132.17689299468503,0.002811982280834796,1.0
791,-132.1768930316874,0.0027811912265951625,1.0
792,-132.17689306699597,0.002730480529589059,1.0
793,-132.1768931074715,0.0026836013277698567,1.0
794,-132.1768931419948,0.0026676199265456197,1.0
795,-132.17689317716366,0.0026393484910497323,1.0
796,-132.1768932104449,0.002617018860668456,1.0
797,-132.176893243803,0.002576723530430555,1.0
798,-132.1768932755066,0.002547026073756218,1.0
799,-132.17689330448226,0.0025071095817029436,1.0
800,-132.17689333285207,0.0024910676938564203,1.0
801,-132.17689336408034,0.002467841646696775,1.0
802,-132.1768933861113,0.002450743683471283,1.0
803,-132.17689341774187,0.002441683183181966,1.0
804,-132.1768934496016,0.0024001914388304944,1.0
805,-132.1768934772681,0.0023649117350793766,1.0
806,-132.17689350987678,0.0023379173337896896,1.0
807,-132.17689352569283,0.0023144053921495414,1.0
808,-132.17689355082658,0.002287452412470395,1.0
809,-132.17689357561673,0.0022646737921499026,1.0
810,-132.17689359850078,0.00225494159856208,1.0
811,-132.17689363004277,0.0022173211835418674,1.0
812,-132.1768936517931,0.002206027228729526,1.0
813,-132.17689366756733,0.002192057617334771,1.0
814,-132.1768936904507,0.002179484145494193,1.0
815,-132.17689370680856,0.0021740098687633848,1.0
816,-132.17689372863313,0.0021544644745312884,1.0
817,-132.17689375582623,0.0021281784951819958,1.0
818,-132.17689377545645,0.0020978693519307303,1.0
819,-132.17689379421512,0.002084861814549483,1.0
820,-132.17689380873023,0.0020734549021064435,1.0
821,-132.17689382891103,0.002066750285747147,1.0
822,-132.17689385002802,0.0020420999391986775,1.0
823,-132.17689387412216,0.002013320831131253,1.0
824,-132.17689389003812,0.001987994893851959,1.0
825,-132.17689390639126,0.001965959873992021,1.0
826,-132.17689392335618,0.0019343979464219127,1.0
827,-132.17689394025354,0.0019090527589150582,1.0
828,-132.17689395478212,0.0018873347453731615,1.0
829,-132.1768939766689,0.0018581051346470028,1.0
830,-132.17689399362146,0.0018410512185629635,1.0
831,-132.1768940116602,0.0018046200202619434,1.0
832,-132.17689402861126,0.0017783573513197378,1.0
833,-132.17689404190688,0.001773603837549664,1.0
834,-132.17689405170057,0.0017648211038905576,1.0
835,-132.17689407237503,0.0017447750351765267,1.0
836,-132.17689408737144,0.0017191068426422008,1.0
837,-132.17689410279598,0.001702234106553026,1.0
838,-132.1768941122648,0.0016949540235156612,1.0
839,-132.17689412346166,0.00168696785562946,1.0
840,-132.1768941395834,0.0016653676320294575,1.0
841,-132.1768941515694,0.001649456980207611,1.0
842,-132.17689416118543,0.0016371993293161546,1.0
843,-132.17689417369445,0.001616522366206775,1.0
844,-132.1768941848687,0.001606684105024935,1.0
845,-132.17689419694688,0.0015766677922483797,1.0
846,-132.17689420839395,0.001557046187618689,1.0
847,-132.17689422515875,0.0015419651553932744,1.0
848,-132.1768942371941,0.0015303966830291765,1.0
849,-132.17689424676877,0.0015075246955751499,1.0
850,-132.17689426181678,0.0014883631381419162,1.0
851,-132.1768942707432,0.0014812957646221643,1.0
852,-132.17689428461165,0.0014635083255017229,1.0
853,-132.1768942923402,0.0014541799805605862,1.0
854,-132.17689430023307,0.0014502212277136617,1.0
855,-132.17689431188262,0.0014356124396181533,1.0
856,-132.17689432398993,0.001410382524370502,1.0
857,-132.17689433207084,0.001394638779774894,1.0
858,-132.17689433770556,0.0013847649438566351,1.0
859,-132.17689434633502,0.0013621582238699816,1.0
860,-132.17689435198017,0.0013576623265852967,1.0
861,-132.17689435835064,0.0013448373170647065,1.0
862,-132.17689436479012,0.0013372783156157578,1.0
863,-132.17689437275465,0.0013188853780058375,1.0
864,-132.17689437971575,0.001304905942284965,1.0
865,-132.17689438708948,0.0012913401952298774,1.0
866,-132.17689439586508,0.0012735003706740656,1.0
867,-132.17689440540187,0.001259049029937739,1.0
868,-132.1768944134888,0.0012491030061128042,1.0
869,-132.17689442054782,0.0012472616541646022,1.0
870,-132.17689442745632,0.0012424169491683003,1.0
871,-132.17689443544003,0.0012326254041256886,1.0
872,-132.17689444167746,0.0012207514644966624,1.0
873,-132.17689445106575,0.0012063197506779592,1.0
874,-132.17689446047527,0.0011903768894751903,1.0
875,-132.17689446939156,0.0011769785752199773,1.0
876,-132.1768944757749,0.0011618778901290778,1.0
877,-132.17689448170387,0.0011503164302457047,1.0
878,-132.17689448961534,0.0011316683093969512,1.0
879,-132.17689449542476,0.0011280490122128203,1.0
880,-132.17689450124675,0.001114348691793921,1.0
881,-132.17689450615512,0.0011085538100747657,1.0
882,-132.1768945124035,0.0010932888960837647,1.0
883,-132.176894516799,0.0010919614897615926,1.0
884,-132.1768945230893,0.001079715379498208,1.0
885,-132.17689452671294,0.0010725058215256403,1.0
886,-132.1768945325233,0.0010603866160815742,1.0
887,-132.17689453621253,0.0010572209540497016,1.0
888,-132.17689454084837,0.001047920924898276,1.0
889,-132.17689454621595,0.0010341418855993204,1.0
890,-132.17689455065377,0.0010241111044412732,1.0
891,-132.1768945562335,0.0010133442385399033,1.0
892,-132.17689456316526,0.0009963349885656497,1.0
893,-132.17689456733663,0.000991364746899626,1.0
894,-132.17689457137055,0.0009753726686775802,1.0
895,-132.17689457660717,0.000957232821966273,1.0
896,-132.17689458213303,0.0009399290747192831,1.0
897,-132.1768945862411,0.0009276962108674069,1.0
898,-132.17689459094117,0.0009244921855481567,1.0
899,-132.17689459368535,0.000916503892084016,1.0
900,-132.1768945981705,0.0009092314404479297,1.0
901,-132.1768946024641,0.0008952219022391413,1.0
902,-132.17689460537082,0.0008866134264664394,1.0
903,-132.17689460888658,0.0008781358094743238,1.0
904,-132.17689461372103,0.0008656539749440649,1.0
905,-132.17689461823085,0.0008532141847641382,1.0
906,-132.17689462181687,0.0008407510121836743,1.0
907,-132.1768946248875,0.0008373469335999661,1.0
908,-132.1768946278573,0.0008252121585367057,1.0
909,-132.1768946310084,0.0008172203318938252,1.0
910,-132.1768946339687,0.0008178667324175703,1.0
911,-132.1768946361312,0.0008091499756266775,1.0
912,-132.17689463885114,0.0008030514720336902,1.0
913,-132.17689464302478,0.0007951228580182742,1.0
914,-132.17689464651335,0.0007916017326443995,1.0
915,-132.17689465040317,0.0007814123261042104,1.0
916,-132.1768946529958,0.00077023370669742,1.0
917,-132.17689465538027,0.0007573454265793179,1.0
918,-132.1768946582789,0.000751512004652049,1.0
919,-132.17689466090732,0.0007449472066433289,1.0
920,-132.17689466390087,0.0007382714808769074,1.0
921,-132.1768946666656,0.0007327411223791598,1.0
922,-132.17689466877044,0.0007248360770393883,1.0
923,-132.1768946723345,0.0007172427096813659,1.0
924,-132.17689467457268,0.0007112573294533736,1.0
925,-132.17689467702155,0.0007007542381098102,1.0
926,-132.1768946784923,0.0006981732301321848,1.0
927,-132.17689468010792,0.0006883421570519577,1.0
928,-132.1768946823298,0.00068357500494491,1.0
929,-132.1768946845044,0.0006732982970087209,1.0
930,-132.17689468626634,0.0006648878062025356,1.0
931,-132.17689468807606,0.0006660068012998044,1.0
932,-132.17689469003517,0.0006622532518513497,1.0
933,-132.17689469242532,0.0006523224498050528,1.0
934,-132.17689469432753,0.0006493113671605146,1.0
935,-132.1768946959022,0.0006432841925856156,1.0
936,-132.1768946988643,0.0006370714137508127,1.0
937,-132.1768947010165,0.0006294512380034649,1.0
938,-132.17689470312408,0.0006211735449306983,1.0
939,-132.17689470477026,0.0006150761857338686,1.0
940,-132.1768947058965,0.0006104670530344468,1.0
941,-132.1768947072123,0.0006052195101660653,1.0
942,-132.17689470926896,0.0005974367037601603,1.0
943,-132.1768947114063,0.0005879866204512571,1.0
944,-132.1768947129662,0.0005816767059303419,1.0
945,-132.17689471425535,0.0005777352685594673,1.0
946,-132.17689471601315,0.0005663912897783824,1.0
947,-132.1768947171215,0.0005636245307705098,1.0
948,-132.17689471862803,0.0005593044967283027,1.0
949,-132.17689471951488,0.0005559665454489501,1.0
950,-132.17689472070646,0.0005543486050257648,1.0
951,-132.1768947229909,0.0005454096645721653,1.0
952,-132.1768947243886,0.000537391710375155,1.0
953,-132.17689472557578,0.0005289637659635499,1.0
954,-132.17689472677174,0.0005240488681102898,1.0
955,-132.17689472795422,0.0005207163308422767,1.0
956,-132.1768947291958,0.0005128692383737884,1.0
957,-132.17689473036992,0.0005149335923303756,1.0
958,-132.17689473154164,0.0005043789502045502,1.0
959,-132.17689473266276,0.0005011434809815581,1.0
960,-132.1768947338118,0.000493903129579403,1.0
961,-132.17689473518544,0.0004895498196022782,1.0
962,-132.17689473606796,0.00048577060153528036,1.0
963,-132.17689473688384,0.0004796818533966655,1.0
964,-132.17689473805132,0.0004773259348606148,1.0
965,-132.17689473942247,0.0004710093343404909,1.0
966,-132.17689474055058,0.00046316160175694594,1.0
967,-132.1768947417277,0.0004552840918103424,1.0
968,-132.17689474266197,0.0004495217367276428,1.0
969,-132.17689474366327,0.00044341086350354795,1.0
970,-132.1768947445293,0.00044457064691640676,1.0
971,-132.17689474526284,0.00044023841586925935,1.0
972,-132.1768947462498,0.00043460946148258416,1.0
973,-132.17689474700492,0.00043155928665568246,1.0
974,-132.17689474787966,0.0004247139952957266,1.0
975,-132.17689474849317,0.00042499812876243745,1.0
976,-132.17689474947937,0.0004175815704153997,1.0
977,-132.1768947501434,0.00041464582134997084,1.0
978,-132.17689475079806,0.00041215175143945816,1.0
979,-132.1768947517739,0.0004096801042626518,1.0
980,-132.17689475261284,0.00040483431513370127,1.0
981,-132.17689475333765,0.00040163894877433536,1.0
982,-132.17689475402932,0.00039655658502891426,1.0
983,-132.17689475484244,0.0003925135330776286,1.0
984,-132.17689475537907,0.00038929695249089895,1.0
985,-132.17689475615256,0.000384665226459665,1.0
986,-132.17689475689048,0.0003806244994722877,1.0
987,-132.17689475748847,0.00037712758933039226,1.0
988,-132.17689475807472,0.0003738685000977659,1.0
989,-132.17689475880306,0.0003687326664774922,1.0
990,-132.1768947592706,0.00036358544220065807,1.0
991,-132.17689475987473,0.0003604475583030648,1.0
992,-132.1768947604527,0.00035788627675066294,1.0
993,-132.17689476120864,0.0003513744440944059,1.0
994,-132.1768947617958,0.00034902067655256404,1.0
995,-132.17689476220673,0.0003455623561772818,1.0
996,-132.17689476264613,0.0003420671113450761,1.0
997,-132.17689476309067,0.0003407258508153545,1.0
998,-132.17689476372726,0.00033475430839997465,1.0
999,-132.17689476429382,0.0003299137191329033,1.0
