k,f,grad_norm,t_k,rk_residual
0,0.0,32.048512665192554,1.0,0.7292499961420921
1,-7.77615343682497,23.632280010281672,1.0,0.7969774644633941
2,-12.06957731700994,18.81605722850005,1.0,0.8192849265858406
3,-15.107576967055596,15.60781158246134,1.0,0.8524138620077567
4,-17.064643664987763,13.217839132104297,1.0,0.8198655504149991
5,-18.5678687382291,11.065813331575153,1.0,0.8061330989496835
6,-19.664340098277524,9.290792370241538,1.0,0.8445610914790777
7,-20.428280663300797,8.185646793626612,1.0,0.8416546854658723
8,-21.031384998313047,7.3058138015819925,1.0,0.8295424437053183
9,-21.510621265347,6.382776533333949,1.0,0.865849153939377
10,-21.857864189038462,5.6980479963867445,1.0,0.9159525091063097
11,-22.178042746410437,5.65949797012028,1.0,0.8461670734264457
12,-22.462333083751897,5.060799432567204,1.0,0.8561945028911492
13,-22.692347980432952,4.602244498352074,1.0,0.8617828353237926
14,-22.876167869642945,4.2347079175093585,1.0,0.8501261361238364
15,-23.0497908341769,3.8129596358216284,1.0,0.8766859091841092
16,-23.178861311966255,3.5285397391243953,1.0,0.8493729330130978
17,-23.297739976839402,3.2586124158848864,1.0,0.8859800607590952
18,-23.406312840627862,3.161549658559526,1.0,0.8480757214108877
19,-23.498300005079084,2.854098386619311,1.0,0.8623654519027796
20,-23.573518241113295,2.5990181353441675,1.0,0.9217654638639975
21,-23.640152171973906,2.608655939724858,1.0,0.8589375273005715
22,-23.706483944961864,2.412136006708119,1.0,0.8531078602708826
23,-23.76005407657311,2.206892116691616,1.0,0.8835050802423767
24,-23.81115012133143,2.113172019196107,1.0,0.8820918098997677
25,-23.85317773193519,2.0395110492200823,1.0,0.831904071888795
26,-23.892554771920935,1.8548418533543984,1.0,0.8448793143218766
27,-23.927860406977338,1.7372072783969548,1.0,0.8641139775449598
28,-23.95796320739947,1.6524036265876794,1.0,0.8433708957051498
29,-23.984748404840794,1.5052585016016624,1.0,0.8691431241730273
30,-24.007352929990482,1.4183666011507712,1.0,0.8629154867026502
31,-24.026464265717525,1.3273022117347728,1.0,0.8603647659673836
32,-24.04389347491686,1.244434904043058,1.0,0.8773031147095804
33,-24.05914045905477,1.1808323624061057,1.0,0.8595861246676784
34,-24.07396745113371,1.1309825154184623,1.0,0.8284552759358503
35,-24.085506039106512,1.001019717181857,1.0,0.8892571924448716
36,-24.09498665008525,0.9560544351721639,1.0,0.8644413784688391
37,-24.103623608166014,0.8948311159026324,1.0,0.8539400994545612
38,-24.112326279799476,0.8709265467309271,1.0,0.8467070429467369
39,-24.119377375099443,0.7963461977621918,1.0,0.8752488529280644
40,-24.125340231417,0.7458276893082681,1.0,0.8817321285450826
41,-24.130708579455163,0.7111670608179985,1.0,0.8521416964466176
42,-24.135778234390514,0.6634313594860938,1.0,0.9036002085481609
43,-24.139913889569957,0.6581617151437062,1.0,0.8361191051214832
44,-24.144197938483384,0.6052156482375003,1.0,0.8849513528179103
45,-24.14776661827658,0.5835415017980912,1.0,0.861379320853468
46,-24.150971207498237,0.5467409563982053,1.0,0.8643405880925206
47,-24.153620163191135,0.5054489137321546,1.0,0.8718138698633462
48,-24.156002305900344,0.47302084878975437,1.0,0.8713951519322504
49,-24.158235457139682,0.45309396177518335,1.0,0.8813772559076157
50,-24.16016632913606,0.42035207656945794,1.0,0.9382801234776948
51,-24.161926535562802,0.4233741073365384,1.0,0.8707435200758127
52,-24.16351436724514,0.3916059783231533,1.0,0.8732868530491955
53,-24.165070292186204,0.37749340231876394,1.0,0.8686455390590657
54,-24.166504776724846,0.35758303172196787,1.0,0.8923506890542403
55,-24.16785050478403,0.3512277986688179,1.0,0.8523652125482786
56,-24.16902364131753,0.32481824405488025,1.0,0.8802925434882579
57,-24.17004991860687,0.3077262120894681,1.0,0.8678401495028404
58,-24.170954575134743,0.29338867199036645,1.0,0.8571507209881197
59,-24.171727259289156,0.2697600543280634,1.0,0.8603810972824204
60,-24.172450916992236,0.2532154563234152,1.0,0.8587654800315053
61,-24.17309477588665,0.2400151714912384,1.0,0.8873025454179243
62,-24.17362658648179,0.23177742047735767,1.0,0.8599128149366237
63,-24.174094330961093,0.2122490234942952,1.0,0.8621051350071445
64,-24.17455795435458,0.20576063369572997,1.0,0.8853718159058894
65,-24.17497082527536,0.2030332819114119,1.0,0.8518807555508472
66,-24.175335309669634,0.18485886998640136,1.0,0.8945685669258865
67,-24.175691204953136,0.18121319226535787,1.0,0.891364804706224
68,-24.176016914170688,0.17717734574402888,1.0,0.870320876388857
69,-24.176306824533196,0.1680203213530113,1.0,0.8891291703496934
70,-24.17658109355066,0.16155498634650256,1.0,0.8836305302861135
71,-24.17683655439459,0.15695667136872216,1.0,0.8776958053866477
72,-24.17706297145734,0.14759737971535233,1.0,0.8707994441988772
73,-24.177279242868213,0.13700440310127474,1.0,0.9076019956620873
74,-24.177486576243698,0.13786630850061576,1.0,0.8873571012205919
75,-24.17766588339091,0.13034150112303014,1.0,0.8931551279639113
76,-24.17781896529579,0.12388089667240057,1.0,0.8490285519908831
77,-24.17796940938856,0.11418400321498424,1.0,0.9089596826557984
78,-24.17809434315352,0.11084759773657761,1.0,0.8568787939525202
79,-24.17822687985184,0.10689437299111518,1.0,0.8574157330243982
80,-24.178331861277147,0.09813812376437067,1.0,0.9052293537985586
81,-24.178422274574125,0.09636070922626115,1.0,0.8974426212757787
