k,f,grad_norm,x_norm,alpha,subspace_dim_s,inner_dim_r,L,rs_reg,rk_reg,rk_iters,rk_residual
220,6.403517002873122,5.364081820938286,1.014400885533916,0.001953125,7,4,10,0.0,0.0,9,643.2987409386474
221,6.383026855573596,3.788582708493363,1.0195819299298121,0.00390625,7,4,10,0.0,0.0,10,248129.18477757645
222,6.380566836856953,6.949974445196986,1.0258315080695712,0.001953125,7,4,10,0.0,0.0,10,6881893.478104373
223,6.380526030201745,6.913473505049136,1.0258037783987997,0.0625,7,4,10,0.0,0.0,4,680.7467048258785
224,6.3799982139982925,6.440737263030018,1.0247711551460106,0.03125,7,4,10,0.0,0.0,10,8774.407251458926
225,6.37879058843235,6.235577690826247,1.0248916049760644,0.001953125,7,4,10,0.0,0.0,10,212840.83568059566
226,6.354782924220109,4.338089050359895,1.0303533360701709,0.015625,7,4,10,0.0,0.0,10,7771985.797145066
227,6.354488051240435,4.261216668597373,1.0304843006135496,0.001953125,7,4,10,0.0,0.0,3,574.4158415117756
228,6.338605482529002,3.2821316941285534,1.0333806522931581,0.00390625,7,4,10,0.0,0.0,10,5754.867915680006
229,6.328304470987657,5.6343833220096915,1.0423081163455417,0.001953125,7,4,10,0.0,0.0,10,54377.63400576066
230,6.308196672725731,4.108433028590495,1.0447896768177911,0.001953125,7,4,10,0.0,0.0,10,327578.8562590031
231,6.2931860895656815,3.259178063836796,1.049536260844893,0.00390625,7,4,10,0.0,0.0,9,483.4986840182055
232,6.283196276008979,5.6848716614387875,1.0561866714776087,0.25,7,4,10,0.0,0.0,10,2365.815909722998
233,6.282567522817286,4.2539554173026195,1.0537576633784205,0.015625,7,4,10,0.0,0.0,10,69723.09184731942
234,6.282269905352126,4.198608846414628,1.0539228783779797,0.015625,7,4,10,0.0,0.0,10,3269740.4971547998
235,6.28223959531235,4.12978572167629,1.0537886620468977,0.001953125,7,4,10,0.0,0.0,2,624.2491259557327
