k,f,grad_norm,t_k,rk_residual
224,-6.932576786949845e-05,4.399102316481813e-10,1.0,0.9651722725970449
225,-6.932576787242637e-05,4.3039735688200204e-10,1.0,0.951579212184265
226,-6.932576787493728e-05,4.1030077195859653e-10,1.0,0.9528766256661118
227,-6.932576787739945e-05,3.964203357309716e-10,1.0,0.9613687286501824
228,-6.932576787961016e-05,3.813544028030174e-10,1.0,0.9691723127411239
229,-6.932576788175175e-05,3.734328364603628e-10,1.0,0.9505630197529102
230,-6.932576788381698e-05,3.6006180696052085e-10,1.0,0.9445028017793874
231,-6.932576788585258e-05,3.4478532224724706e-10,1.0,0.9730551948756027
232,-6.932576788739738e-05,3.366271660035208e-10,1.0,0.9539273145853268
233,-6.932576788936684e-05,3.287627418502708e-10,1.0,0.9306465817487402
234,-6.93257678908806e-05,3.062685514889311e-10,1.0,0.9728122367386355
235,-6.93257678923269e-05,3.021803144620204e-10,1.0,0.9504157306572385
236,-6.932576789363555e-05,2.8690668452712614e-10,1.0,0.9521554372220524
237,-6.932576789499305e-05,2.775986171892392e-10,1.0,0.9561733474754632
238,-6.932576789616976e-05,2.721385289949244e-10,1.0,0.9551603486957768
239,-6.93257678971005e-05,2.5582733397573115e-10,1.0,0.9892472197664026
240,-6.932576789806781e-05,2.584671811906627e-10,1.0,0.9264860325501935
241,-6.932576789899408e-05,2.415749710514902e-10,1.0,0.9491704372945372
242,-6.932576789989766e-05,2.365040136492252e-10,1.0,0.9466398405147949
243,-6.932576790070813e-05,2.2521623942360095e-10,1.0,0.9691687885770538
244,-6.932576790147487e-05,2.2016409455195838e-10,1.0,0.9511132104704693
245,-6.932576790216554e-05,2.1195456973835103e-10,1.0,0.9545195391885561
246,-6.93257679028248e-05,2.030180227837103e-10,1.0,0.9844055793948512
247,-6.93257679035024e-05,2.057562869223567e-10,1.0,0.9527187891159874
248,-6.932576790411786e-05,1.9626537156592578e-10,1.0,0.9520224623334611
249,-6.932576790469889e-05,1.8971782498152122e-10,1.0,0.946450340045271
250,-6.932576790523384e-05,1.8132787673158557e-10,1.0,0.9576256617639594
251,-6.932576790572827e-05,1.7446646697576095e-10,1.0,0.9545133719682408
252,-6.932576790623637e-05,1.6796057276404623e-10,1.0,0.9587236742196764
253,-6.93257679066604e-05,1.6202346468095941e-10,1.0,0.9493669928363199
254,-6.932576790704176e-05,1.5503265281019424e-10,1.0,0.9670386551569795
255,-6.932576790737966e-05,1.4995373725194685e-10,1.0,0.971961941485184
256,-6.932576790770096e-05,1.4706748782943333e-10,1.0,0.9671586415194934
257,-6.932576790802264e-05,1.4356230256519087e-10,1.0,0.9640143300303265
258,-6.932576790830845e-05,1.3885448363343193e-10,1.0,0.9537317706238417
259,-6.932576790858557e-05,1.330586308281234e-10,1.0,0.9642198000645528
260,-6.93257679088663e-05,1.2942797678780835e-10,1.0,0.973533966156606
261,-6.932576790911869e-05,1.2596303851868387e-10,1.0,0.9507897265764889
262,-6.932576790936755e-05,1.20414273669665e-10,1.0,0.9664305369641103
263,-6.932576790957233e-05,1.169573503743547e-10,1.0,0.9578917606897457
264,-6.932576790976769e-05,1.1261531978917828e-10,1.0,0.9683722500771051
265,-6.932576790995964e-05,1.1039302405384296e-10,1.0,0.9494886541231564
266,-6.932576791015788e-05,1.0668596952246668e-10,1.0,0.9418257961534988
267,-6.932576791033691e-05,1.0191834081065281e-10,1.0,0.9491272923499481
268,-6.932576791047237e-05,9.667996612965331e-11,1.0,0.9611168372750847
269,-6.932576791061345e-05,9.344092940418016e-11,1.0,0.9557694027234901
270,-6.932576791073934e-05,9.014883702059154e-11,1.0,0.958559001588914
271,-6.932576791086486e-05,8.747733359312293e-11,1.0,0.9510770315871456
272,-6.932576791097318e-05,8.31200728638182e-11,1.0,0.9827496069494901
273,-6.932576791109576e-05,8.314239668571343e-11,1.0,0.9592710902953573
274,-6.932576791119079e-05,7.989014778191213e-11,1.0,0.9642167823146034
275,-6.932576791128388e-05,7.737907955720839e-11,1.0,0.942405052535734
276,-6.932576791136902e-05,7.43281981897055e-11,1.0,0.9570776871221996
277,-6.932576791145069e-05,7.179241525523651e-11,1.0,0.9580096652863124
278,-6.932576791152762e-05,6.95673095464709e-11,1.0,0.9449172486639412
279,-6.932576791159877e-05,6.63658651430408e-11,1.0,0.9812866611018703
280,-6.932576791166662e-05,6.569122633098457e-11,1.0,0.9494070202390085
281,-6.932576791173525e-05,6.320946103224037e-11,1.0,0.9657482868200712
282,-6.932576791179289e-05,6.103988567401289e-11,1.0,0.9563825832485616
283,-6.932576791185555e-05,5.938697155965411e-11,1.0,0.9471745411593746
284,-6.932576791190491e-05,5.669367364140838e-11,1.0,0.9520363246350185
285,-6.932576791195682e-05,5.506953525340327e-11,1.0,0.963522371105987
286,-6.932576791200023e-05,5.3368297074043126e-11,1.0,0.9378032235425754
287,-6.93257679120451e-05,5.117505274265471e-11,1.0,0.9378935034958789
288,-6.932576791208169e-05,4.842260036739789e-11,1.0,0.9569311774958679
289,-6.93257679121197e-05,4.7345687224795484e-11,1.0,0.94457311317429
290,-6.932576791215032e-05,4.48522317938599e-11,1.0,0.9605358846953899
291,-6.932576791218152e-05,4.357232704316729e-11,1.0,0.963864442635884
292,-6.932576791221086e-05,4.2471708386003704e-11,1.0,0.9551423257016781
293,-6.932576791223564e-05,4.111943636563762e-11,1.0,0.9707135326591637
294,-6.932576791226115e-05,4.007919026192172e-11,1.0,0.9637803566459825
295,-6.93257679122873e-05,3.90240869065405e-11,1.0,0.9696046014583547
296,-6.932576791231135e-05,3.8155742169639846e-11,1.0,0.9561574182069087
297,-6.932576791233435e-05,3.681616043205313e-11,1.0,0.9470839102268803
298,-6.932576791235437e-05,3.512142720951682e-11,1.0,0.9436722914912141
299,-6.93257679123707e-05,3.3498451112884445e-11,1.0,0.9628559208427877
300,-6.93257679123864e-05,3.250914939594847e-11,1.0,0.9616018338354372
301,-6.932576791240091e-05,3.145311693809922e-11,1.0,0.9713877052832939
302,-6.932576791241361e-05,3.071127044306066e-11,1.0,0.955855531741614
303,-6.932576791242843e-05,2.9786752428436376e-11,1.0,0.9561496344504313
304,-6.932576791244327e-05,2.9066613533476138e-11,1.0,0.9597761208107968
305,-6.932576791245536e-05,2.810864578211971e-11,1.0,0.9535965160778922
306,-6.932576791246707e-05,2.7322234801833475e-11,1.0,0.9646236543084357
307,-6.93257679124771e-05,2.6347652003239443e-11,1.0,0.9812924626329232
308,-6.932576791248724e-05,2.593156007534485e-11,1.0,0.9611757663478826
309,-6.932576791249666e-05,2.51712356022331e-11,1.0,0.941759496952484
310,-6.932576791250647e-05,2.3766755757082393e-11,1.0,0.9593178480756719
311,-6.932576791251627e-05,2.3046649713227612e-11,1.0,0.9486833620727546
312,-6.932576791252353e-05,2.1858713094993027e-11,1.0,0.9683167121366929
313,-6.932576791253043e-05,2.1623278059833626e-11,1.0,0.9540959262336489
314,-6.932576791253711e-05,2.074807635543174e-11,1.0,0.9618876282419708
315,-6.932576791254307e-05,2.0108724903618714e-11,1.0,0.9377003528542251
316,-6.932576791254909e-05,1.9062664240508734e-11,1.0,0.9624303316286885
317,-6.932576791255431e-05,1.8708860078608515e-11,1.0,0.9553394498885773
318,-6.93257679125594e-05,1.7864726882821774e-11,1.0,0.9690898536175374
319,-6.932576791256408e-05,1.762886710530961e-11,1.0,0.9503966556721088
320,-6.932576791256937e-05,1.6908855542463253e-11,1.0,0.958810900652176
321,-6.932576791257372e-05,1.638892865152091e-11,1.0,0.9485988892058659
322,-6.932576791257762e-05,1.5931068022757354e-11,1.0,0.9445369487877316
323,-6.93257679125814e-05,1.4958221092002336e-11,1.0,0.9803682850416175
324,-6.932576791258472e-05,1.4839213168071376e-11,1.0,0.9718986996639938
325,-6.93257679125881e-05,1.4475351381424683e-11,1.0,0.9665552744064163
326,-6.932576791259098e-05,1.4099158616663407e-11,1.0,0.9546679607602453
327,-6.932576791259377e-05,1.3623626219208619e-11,1.0,0.9554555690021622
328,-6.932576791259647e-05,1.314503046580466e-11,1.0,0.9648095734875924
329,-6.932576791259903e-05,1.2750913668324605e-11,1.0,0.9590670928376089
330,-6.932576791260172e-05,1.2483651923663556e-11,1.0,0.9602385128557394
331,-6.932576791260376e-05,1.1974962582126603e-11,1.0,0.970392865202139
332,-6.932576791260608e-05,1.189375190074153e-11,1.0,0.9398450407741717
333,-6.932576791260817e-05,1.1326777557277237e-11,1.0,0.9418301710118827
334,-6.932576791261009e-05,1.0864831925667633e-11,1.0,0.9568808064581272
335,-6.93257679126118e-05,1.054163813024778e-11,1.0,0.9674737319203689
336,-6.93257679126135e-05,1.0284873627313655e-11,1.0,0.9475817900855341
