k,f,grad_norm,t_k,cpu_time,cpu_time_sum
0,0.6931471805599454,0.469570892796963,1.0,0.09509300000000004,0.09509300000000004
1,0.4577056313256238,0.28953853564266063,1.0,0.07877399999999996,0.173867
2,0.337248043181639,0.20419636365767072,1.0,0.07740300000000006,0.25127000000000005
3,0.2578557541797625,0.14911019537097503,1.0,0.07776699999999992,0.32903699999999997
4,0.20314549105907947,0.11408494072829096,1.0,0.08010700000000004,0.409144
5,0.1636755538329365,0.08795667742040887,1.0,0.07917200000000002,0.48831600000000003
6,0.1352846876828745,0.07069952070857606,1.0,0.078623,0.5669390000000001
7,0.11388337830152417,0.055956986952360774,1.0,0.08386799999999994,0.650807
8,0.0962794742759389,0.04714201885118044,1.0,0.07617800000000008,0.7269850000000001
9,0.08167916314634659,0.04029094808178708,1.0,0.07927299999999993,0.806258
10,0.0708120248013874,0.03363103100985884,1.0,0.07672900000000005,0.8829870000000001
11,0.061536080658864734,0.028545172092887146,1.0,0.07910700000000004,0.9620940000000001
12,0.054697856678156694,0.024443043712581228,1.0,0.077515,1.039609
13,0.048543734299340044,0.0220659756425108,1.0,0.07606099999999993,1.11567
14,0.04355064306384969,0.019166883305870686,1.0,0.08383200000000013,1.199502
15,0.03861502822793869,0.01701746421051988,1.0,0.08821399999999979,1.2877159999999999
16,0.03472333491344867,0.015410550226762172,1.0,0.09329400000000021,1.38101
17,0.030793044844621576,0.014360975564900427,1.0,0.08618599999999987,1.467196
18,0.027455879860971356,0.012190386060153758,1.0,0.08518800000000004,1.552384
19,0.0243978307369961,0.010848727886398258,1.0,0.08570999999999995,1.638094
20,0.02176410406652176,0.010034173119310801,1.0,0.08266200000000024,1.7207560000000002
21,0.01938768116642219,0.00886316267366068,1.0,0.08569499999999985,1.806451
22,0.017462382226818906,0.007707670122461048,1.0,0.09637299999999982,1.9028239999999998
23,0.015555258332677308,0.007102230422648477,1.0,0.08807900000000002,1.9909029999999999
24,0.013898685134819356,0.006438686364091453,1.0,0.07712999999999992,2.068033
25,0.012488630990631414,0.005864179948919752,1.0,0.07523200000000019,2.143265
26,0.011152058953794107,0.005089589242045359,1.0,0.08168700000000007,2.224952
27,0.01006625343141235,0.004432478430407009,1.0,0.07735899999999996,2.302311
28,0.008798854957339383,0.003920138895964773,1.0,0.0782560000000001,2.380567
29,0.00779861749470699,0.0034625596208008942,1.0,0.07793199999999967,2.4584989999999998
30,0.006952520934964177,0.0030956224035319163,1.0,0.091329,2.5498279999999998
31,0.006283667049346784,0.0028522764958944795,1.0,0.08888600000000002,2.638714
32,0.005648895214390077,0.002525254800430903,1.0,0.08101100000000017,2.719725
33,0.005125812528521939,0.002276887607559329,1.0,0.07672800000000013,2.796453
34,0.0045587799331839535,0.0020471181599430693,1.0,0.07839499999999999,2.874848
35,0.004120226469346452,0.0018483945870873069,1.0,0.08169899999999997,2.956547
36,0.003679132981547619,0.0016507150079178442,1.0,0.077623,3.03417
37,0.003279438868810547,0.0015156343417068378,1.0,0.07772699999999988,3.111897
38,0.0029354200049216093,0.001339044336845162,1.0,0.075021,3.186918
39,0.0026381658647454775,0.0011772506101174782,1.0,0.07617900000000022,3.263097
40,0.002366012936599466,0.0010915846136053545,1.0,0.07804699999999976,3.341144
41,0.0021210906259092944,0.0009768282849213846,1.0,0.07741800000000021,3.418562
42,0.0019173525124998388,0.0008827912809955703,1.0,0.09652400000000005,3.515086
43,0.001733481438114335,0.0007833553310155249,1.0,0.07801499999999972,3.593101
44,0.0015637810261078834,0.0007054760634548967,1.0,0.07655400000000023,3.669655
45,0.0013905760786309537,0.0006570655797888452,1.0,0.07678099999999999,3.746436
46,0.0012311113640399323,0.0005699156166995123,1.0,0.07947599999999966,3.8259119999999998
47,0.0010803904867392254,0.0004957415646401957,1.0,0.07636300000000062,3.9022750000000004
48,0.000962365768336882,0.0004302696802747486,1.0,0.07419299999999929,3.9764679999999997
49,0.0008601744448926219,0.00040438045139975885,1.0,0.07533499999999993,4.051803
50,0.0007579599986062722,0.00035984082695112953,1.0,0.07603399999999993,4.1278369999999995
51,0.0006691706121315395,0.00032107508511080896,1.0,0.0754210000000004,4.203258
52,0.0005921906401244836,0.0002715597873690917,1.0,0.07728999999999964,4.280548
53,0.000536469364921253,0.0002318804483300817,1.0,0.07828100000000049,4.358829
54,0.0004816949768401773,0.00020908773984170827,1.0,0.07614400000000021,4.434973
55,0.0004319295046477275,0.0001986293320012401,1.0,0.07612299999999994,4.511096
56,0.0003867553240517274,0.00018456164342296193,1.0,0.07874599999999976,4.589842
57,0.0003383931138476238,0.00016019672140812872,1.0,0.07781899999999986,4.667661
58,0.00029845114050716605,0.00014687476498678918,1.0,0.07634499999999989,4.744006
59,0.00026516611514555596,0.00012014501298064532,1.0,0.07661000000000051,4.820616
60,0.00023469130681562543,0.00010514518654836196,1.0,0.0770010000000001,4.897617
61,0.0002081350495466378,0.00010019143917225239,1.0,0.07874299999999934,4.97636
62,0.00018424259844201373,8.257850407168762e-05,1.0,0.07885800000000032,5.055218
63,0.00016707942941863514,7.730048232232888e-05,1.0,0.07796000000000003,5.133178
64,0.0001498332964977724,6.809551454314598e-05,1.0,0.07605899999999988,5.209237
65,0.0001317581302643599,6.19861097325508e-05,1.0,0.07655600000000007,5.285793
66,0.00011560464065431847,5.3579462479766035e-05,1.0,0.07678999999999991,5.362583
67,0.00010243642845653706,4.800617002760752e-05,1.0,0.07690999999999981,5.439493
68,8.977087181705696e-05,4.3505684916346536e-05,1.0,0.07755299999999998,5.517046
69,7.922375997116605e-05,3.7414832077824486e-05,1.0,0.0758220000000005,5.592868
70,7.109398439547071e-05,3.230793810827576e-05,1.0,0.07716799999999946,5.670036
71,6.328943409819355e-05,2.906949152943043e-05,1.0,0.07471500000000031,5.744751
72,5.5933415393353525e-05,2.7178893288912068e-05,1.0,0.07596700000000034,5.820718
73,4.949377409347357e-05,2.3522376854292048e-05,1.0,0.07460500000000003,5.895323
74,4.3394251815205554e-05,2.1371562037607568e-05,1.0,0.07727599999999946,5.972599
75,3.833039063067353e-05,1.82080931174701e-05,1.0,0.07592800000000022,6.048527
76,3.43292486486137e-05,1.6159715083172098e-05,1.0,0.07875000000000032,6.127277
77,3.0549397345376e-05,1.4051126311411048e-05,1.0,0.07584999999999997,6.203127
78,2.6699250993319817e-05,1.2684923230187899e-05,1.0,0.08645799999999948,6.289585
79,2.3654561408357906e-05,1.1144980385016373e-05,1.0,0.08355500000000049,6.37314
80,2.099033592801716e-05,9.852314470544924e-06,1.0,0.08558399999999988,6.458724
81,1.8526597751588534e-05,8.511081605802142e-06,1.0,0.08488499999999988,6.543609
82,1.656621153130463e-05,7.687033275261567e-06,1.0,0.07876999999999956,6.622379
83,1.4594912454617307e-05,6.930455908298613e-06,1.0,0.08010500000000054,6.702484
84,1.2719179025436077e-05,6.044917586633524e-06,1.0,0.07692999999999994,6.779414
85,1.0964703858746549e-05,5.360561569434663e-06,1.0,0.07590499999999967,6.855319
86,9.679555829538393e-06,4.385352936951237e-06,1.0,0.0768040000000001,6.932123
87,8.558335136538878e-06,3.876227773623157e-06,1.0,0.07527600000000056,7.007399
88,7.602368813653904e-06,3.548057592335689e-06,1.0,0.07557299999999945,7.082972
89,6.635079532692865e-06,3.1540879830121724e-06,1.0,0.07703600000000055,7.160008
90,5.919603587832383e-06,2.7646318851194733e-06,1.0,0.07507799999999953,7.235086
91,5.1954512758539736e-06,2.46593356486844e-06,1.0,0.07534500000000044,7.310431
92,4.658275191183479e-06,2.1440082709493976e-06,1.0,0.07736199999999993,7.387793
93,3.998299968033215e-06,1.8694280047110162e-06,1.0,0.09955099999999995,7.487344
94,3.5758875715252407e-06,1.6086731379946452e-06,1.0,0.0780959999999995,7.56544
95,3.1603719337314544e-06,1.5551519588836355e-06,1.0,0.0787469999999999,7.644187
96,2.7835697641144277e-06,1.2741029501831149e-06,1.0,0.07938400000000101,7.723571000000001
97,2.433245442099937e-06,1.1565297233090497e-06,1.0,0.0781130000000001,7.801684000000001
98,2.1120362317784196e-06,1.0167575570548295e-06,1.0,0.07680899999999902,7.878493
99,1.8264252585662328e-06,8.839701458413723e-07,1.0,0.0757159999999999,7.954209
100,1.618113549098018e-06,7.748157223963512e-07,1.0,0.07460500000000003,8.028814
101,1.4230541993023562e-06,6.892232582571426e-07,1.0,0.07505199999999945,8.103866
102,1.255099994486e-06,5.922256365585791e-07,1.0,0.07623900000000106,8.180105000000001
103,1.1185988410390604e-06,5.237513690187887e-07,1.0,0.07519399999999976,8.255299
104,9.772752164750104e-07,4.996683412711904e-07,1.0,0.07882299999999987,8.334122
105,8.600098213214482e-07,4.1230298275828546e-07,1.0,0.07816000000000045,8.412282000000001
106,7.638840675320737e-07,3.724001487796183e-07,1.0,0.07858300000000007,8.490865000000001
107,6.735818041514286e-07,3.19588266304215e-07,1.0,0.0788530000000005,8.569718000000002
108,5.970442656543944e-07,2.853253774126377e-07,1.0,0.07872999999999841,8.648448
109,5.1881203294007e-07,2.598150107691292e-07,1.0,0.0760310000000004,8.724479
110,4.6040426808388574e-07,2.1447230212884536e-07,1.0,0.07441200000000059,8.798891000000001
111,3.9972483299309487e-07,1.9422965845536292e-07,1.0,0.07429299999999905,8.873184
112,3.5119975556863734e-07,1.658638342785231e-07,1.0,0.07626899999999992,8.949453
113,3.0950384607357025e-07,1.463188022394862e-07,1.0,0.07656300000000016,9.026016
114,2.6909092818396594e-07,1.2824637891504627e-07,1.0,0.07489900000000027,9.100915
115,2.338059547034468e-07,1.1053332187562942e-07,1.0,0.07755000000000045,9.178465000000001
116,2.0355024147843716e-07,1.0336605855898727e-07,1.0,0.07649600000000056,9.254961000000002
117,1.7692885438701249e-07,8.109390173721537e-08,1.0,0.08312399999999975,9.338085000000001
118,1.5717353349440048e-07,7.312332102244919e-08,1.0,0.07836399999999877,9.416449
119,1.3508362851654488e-07,6.297415889287337e-08,1.0,0.07497100000000145,9.491420000000002
120,1.2106410618398193e-07,5.683835182678217e-08,1.0,0.0799310000000002,9.571351000000002
121,1.0580753686482767e-07,5.1171254346953646e-08,1.0,0.07547999999999888,9.646831
122,9.165422180049925e-08,4.5673150644344385e-08,1.0,0.07633599999999952,9.723167
123,7.863778549444158e-08,3.8818429168668174e-08,1.0,0.0746140000000004,9.797781
124,6.657039579983277e-08,3.5834001358618926e-08,1.0,0.0779399999999999,9.875721
125,5.7087519704601826e-08,2.9077781593663847e-08,1.0,0.07895700000000083,9.954678000000001
126,4.9251617042311854e-08,2.4240623477376636e-08,1.0,0.07479000000000013,10.029468000000001
127,4.281085954903858e-08,2.074781318550885e-08,1.0,0.07471799999999895,10.104186
128,3.7561426869022245e-08,1.772607327377614e-08,1.0,0.07683600000000013,10.181022
129,3.2639411164368226e-08,1.5691449161963667e-08,1.0,0.07457899999999995,10.255601
130,2.8882473188628777e-08,1.365893330526089e-08,1.0,0.07403700000000057,10.329638000000001
131,2.5431560720218812e-08,1.1986500797924556e-08,1.0,0.07673299999999905,10.406371
132,2.2440478420092023e-08,1.0924660920659769e-08,1.0,0.07561400000000162,10.481985000000002
133,1.950037112390113e-08,9.449336068945923e-09,0.0,0.042754999999999654,10.524740000000001
