iter,f,grad_norm,step_norm,gTd,alpha,armijo_iters,time_iter_sec,time_cum_sec,hvp_calls_iter,hvp_calls_cum,yk_resid_rel,inner_T,inner_r,inner_minres_total_iters,eta,lambda_min_PHPT,Lambda_shift,seed_outer,seed_Sk,seed_Rk_base
0,0.6931471805599454,0.4578048452742801,0.5198813826384218,-0.13400376276213746,1.0,0,8.41587574989535,8.415900709107518,1104,1104,0.7072189944586699,100,50,902,0.676612773508068,0.17365028607472055,0.0,0,476252562,1921337475
1,0.5908754120557775,0.3836620041821929,0.5708689567631626,-0.17128985433722016,1.0,0,12.759378415998071,21.17564941709861,1104,2208,0.11201117213302307,100,50,901,0.6194045561522719,0.19182015903032287,0.0,0,3952790413,3023734987
2,0.4553449984256759,0.28160600197249636,0.47876072186436225,-0.10780957525758364,1.0,0,10.803921791026369,31.979971709195524,1105,3313,0.028894616524199748,100,50,902,0.530665621622973,0.16028815222392795,0.0,0,2579685521,2709045137
3,0.3675410945273814,0.21335917569589838,0.41414541146417805,-0.07117231673901751,1.0,0,13.48517549992539,45.46614662511274,1103,4416,0.030156590802454995,100,50,900,0.461908189682645,0.12409575891536875,0.0,0,3515168162,3447009264
4,0.3084589241912088,0.16633969685730263,0.39763530643425526,-0.05219826231471088,1.0,0,12.96848970791325,58.43604804202914,1104,5520,0.03775834577531801,100,50,901,0.4078476392690077,0.09190398650060963,0.0,0,2704398335,3667245707
5,0.2653069610181789,0.13299959952010024,0.33687512743912124,-0.03586295498681407,1.0,0,13.316689499886706,71.75326695921831,1105,6625,0.04272029698607533,100,50,902,0.3646911015093462,0.07269414094086503,0.0,0,2936032728,4061161924
6,0.23453709018868013,0.11019261350390352,0.3220853277915194,-0.02803388024190528,1.0,0,11.709925000090152,83.46353016700596,1110,7735,0.046397728502738614,100,50,907,0.3319527278151266,0.05712681371609622,0.0,0,2577006580,811102763
7,0.21048312792569726,0.09286897418965243,0.3161580265234048,-0.02294608932122204,1.0,0,10.067833625013009,93.53170162509196,1107,8842,0.048089333404412085,100,50,904,0.30474411264149537,0.04577961701151946,0.0,0,3746631963,923116679
8,0.1909796275415326,0.07946130610637163,0.298750446929823,-0.018171195781403467,1.0,0,16.380537583027035,109.91244083410129,1107,9949,0.051680482264813817,100,50,904,0.2818888186969672,0.03798094945081382,0.0,0,3087471993,1117478805
9,0.1753653693854276,0.06987042649064917,0.2782878835396271,-0.014838628945334015,1.0,0,11.144886458991095,121.05831112503074,1110,11059,0.05312417987658796,100,50,907,0.26433014676848565,0.03189519085656132,0.0,0,825096257,2555061035
10,0.162565129029729,0.0615793298182992,0.2601760862149857,-0.012280732128352095,1.0,0,14.561309542041272,135.61999641708098,1122,12181,0.054806009974744045,100,50,919,0.24815182815828538,0.027359987905887416,0.0,0,645693139,1256014988
11,0.15194584275322848,0.05465460397880444,0.2556340873617396,-0.010336858269126246,1.0,0,15.671172417001799,151.2915952091571,1123,13304,0.05367856370962548,100,50,920,0.233783241441307,0.02362882955689361,0.0,0,1070574247,4241442214
12,0.14296510117890843,0.04976243968935753,0.2385588608740118,-0.008862508377493588,1.0,0,12.639611374819651,163.93145225010812,1122,14426,0.051880913053265525,100,50,919,0.2230749642818699,0.02078599194456715,0.0,0,1281123493,613395804
13,0.13527849329064212,0.04447027592176859,0.23054096723024256,-0.007690577336312747,1.0,0,12.101702166954055,176.03421341720968,1131,15557,0.05220722023595094,100,50,928,0.21087976650634027,0.018453423801214126,0.0,0,203083052,4271051266
14,0.12863533061334012,0.04030012524439804,0.22775029029570246,-0.006713434369183052,1.0,0,9.732549542095512,185.7671449170448,1127,16684,0.048005266959228174,100,50,924,0.2007489109419975,0.01647555793564103,0.0,0,1989475999,1984443017
15,0.12281871138214728,0.037005814884354865,0.2147486253413177,-0.005838963453845851,1.0,0,8.483288500225171,194.25128645915538,1131,17815,0.0459827097020605,100,50,928,0.1923689550950331,0.014936022031852864,0.0,0,3105982468,2939459983
16,0.11775915194695628,0.03404644951613149,0.2114709367126807,-0.0052515774788610735,1.0,0,9.812608500011265,204.06536795920692,1134,18949,0.04371803391277374,100,50,931,0.1845168000918385,0.01354220690124852,0.0,0,4222185095,2690616457
17,0.1132458821222411,0.03144489886748443,0.19988282832853752,-0.004568567473560643,1.0,0,16.115209958981723,220.18153904215433,1145,20094,0.04140473555667825,100,50,942,0.17732709569460733,0.012413575829796054,0.0,0,3968104027,54444991
18,0.1092922883745189,0.02883629666708629,0.17500053133082863,-0.0037678732090408768,1.0,0,18.374197040917352,238.55658775009215,1145,21239,0.0368771373072128,100,50,942,0.16981253389277923,0.011570666982914484,0.0,0,911355454,3763736515
19,0.10595722944889631,0.026426188031936883,0.17782765376580004,-0.0034526664580249323,1.0,0,27.23942970787175,265.7966250840109,1153,22392,0.03557917809659803,100,50,950,0.16256133621478658,0.010726929588174741,0.0,0,1107899402,3941414767
20,0.1029181643751957,0.02471043478608083,0.1751427888897467,-0.003166275019817414,1.0,0,11.02728929114528,276.82495675003156,1162,23554,0.032917750635622876,100,50,959,0.1571955304265386,0.009967947293143821,0.0,0,3524449872,1769375212
21,0.10015180761636037,0.02292273205393503,0.18241310627719523,-0.0030423785624315836,1.0,0,22.666062333155423,299.4926738340873,1161,24715,0.030487289949780744,100,50,958,0.15140254969430017,0.009250336767924354,0.0,0,1692039298,251969119
22,0.09754904105312362,0.02150408982235568,0.15762614721382262,-0.0024690871143511054,1.0,0,7.576214290922508,307.0700285001658,1170,25885,0.022054042038712376,100,50,967,0.14664272850146945,0.008780237127908598,0.0,0,146248062,632673050
23,0.09536907934071653,0.020017911475004483,0.155173813144576,-0.0022579048963135874,1.0,0,16.954143750015646,324.0246333340183,1169,27054,0.02130862317676992,100,50,966,0.14148466869242224,0.008292213248519925,0.0,0,3150891578,2248766973
24,0.09338265966388,0.018735001752413587,0.15069084371243802,-0.002045995283272498,1.0,0,12.404152292059734,336.4296992921736,1167,28221,0.019159252010312468,100,50,964,0.13687586256317652,0.00787499989556857,0.0,0,960827715,1993968031
25,0.09158238207444011,0.01748696949028564,0.14292358612265302,-0.0018156418355568897,1.0,0,12.415504999924451,348.84610945917666,1185,29406,0.018081882442757668,100,50,982,0.13223830568441824,0.007514733897429316,0.0,0,3003803459,1816295082
26,0.08997125586785443,0.01648950721150397,0.13336628021300945,-0.0016012007193257412,1.0,0,12.609407082898542,361.45598879200406,1176,30582,0.01724049420365376,100,50,973,0.12841147616745152,0.007204285100424415,0.0,0,3972902988,1018038117
27,0.08854169615746063,0.015519316011935342,0.1326688268247523,-0.0015162089222492464,1.0,0,10.716233917046338,372.17417283402756,1179,31761,0.015004776070114812,100,50,976,0.12457654679728179,0.006877817090377472,0.0,0,3790591899,1079520284
