k,f,grad_norm,x_norm,alpha,subspace_dim_s,inner_dim_r,L,rs_reg,rk_reg,rk_iters,rk_residual
0,0.0,31.49018638113405,0.0,1.0,7,10,10,0.0,0.0,10,0.9456869876480475
1,-54.66587996053935,29.703536462809975,10.456182856142043,1.0,7,10,10,0.0,0.0,10,0.9461537016732977
2,-101.63045049833048,28.077943965360056,14.655244424073349,1.0,7,10,10,0.0,0.0,10,0.9391384333706292
3,-151.03524856942127,26.259500017702493,18.326759794086424,1.0,7,10,10,0.0,0.0,10,0.9468589409837317
4,-189.518248702791,24.750663443895363,20.37989178166115,1.0,7,10,10,0.0,0.0,10,0.9578344903607623
5,-217.11478981121695,23.60936802830873,21.415475627073192,1.0,7,10,10,0.0,0.0,10,0.9593802378473786
6,-242.08080250908438,22.527099975371694,22.635946420050452,1.0,7,10,10,0.0,0.0,10,0.953064288574457
7,-266.75770500602795,21.403654554923655,23.839638907916644,1.0,7,10,10,0.0,0.0,10,0.9662465607639633
8,-283.7439699681536,20.594754147167013,24.99941942809994,1.0,7,10,10,0.0,0.0,10,0.9655430110839204
9,-298.9314499139945,19.843612032353676,25.531032807361232,1.0,7,10,10,0.0,0.0,10,0.9566821382979838
10,-316.51097341391386,18.936997953496558,26.31938650241853,1.0,7,10,10,0.0,0.0,10,0.949952636583164
11,-334.95342230307335,17.936694057501597,27.02992552802992,1.0,7,10,10,0.0,0.0,10,0.944332273770529
12,-354.06213481104635,16.837682996673486,27.83944344902149,1.0,7,10,10,0.0,0.0,10,0.9639452366250054
13,-364.97825718635414,16.176381670381435,28.207047364792295,1.0,7,10,10,0.0,0.0,10,0.9571750622402011
14,-377.5817735049144,15.377525526193477,28.48957380048974,1.0,7,10,10,0.0,0.0,10,0.9588506289692909
15,-388.09215261788665,14.67813111682775,28.711673925381664,1.0,7,10,10,0.0,0.0,10,0.9419765314774204
16,-400.4890569758332,13.807741465094654,29.15680704477823,1.0,7,10,10,0.0,0.0,10,0.9595317894785013
17,-408.7937376164693,13.192587429523506,29.577208910179692,1.0,7,10,10,0.0,0.0,10,0.9570633682908214
18,-417.18633564171125,12.540301712284997,29.733606262988488,1.0,7,10,10,0.0,0.0,10,0.9533196853002643
19,-424.74878061087315,11.922008098337033,29.914498996272734,1.0,7,10,10,0.0,0.0,10,0.9534938282780233
20,-431.40589171861757,11.349892285009803,30.066343504597363,1.0,7,10,10,0.0,0.0,10,0.9694690560556075
21,-435.59079338825126,10.974982985957531,30.053626296352775,1.0,7,10,10,0.0,0.0,10,0.941258178971633
22,-442.8730146833602,10.290083039112934,30.41810037005265,1.0,7,10,10,0.0,0.0,10,0.9631400105632247
23,-447.0402110954417,9.876812042743191,30.74361732027962,1.0,7,10,10,0.0,0.0,10,0.9660171141729076
24,-450.61632099403624,9.507849195821729,30.944466415025026,1.0,7,10,10,0.0,0.0,10,0.9540632766040547
25,-455.0211219050342,9.032695860510957,31.13118569892426,1.0,7,10,10,0.0,0.0,10,0.9466253181794733
26,-459.4489144967341,8.528423613135796,31.28572577719544,1.0,7,10,10,0.0,0.0,10,0.9273677373283925
27,-464.72571188173896,7.8854558875871055,31.345527243317527,1.0,7,10,10,0.0,0.0,10,0.9479979656450838
28,-468.0048497248722,7.458025131951223,31.274686906367478,1.0,7,10,10,0.0,0.0,10,0.9634716155302464
29,-470.1178003670017,7.169116931990778,31.252811750400653,1.0,7,10,10,0.0,0.0,10,0.9687691572609429
30,-471.77585863737147,6.933983057652911,31.301236269872778,1.0,7,10,10,0.0,0.0,10,0.9530923209591394
31,-474.2549091979197,6.566735865155619,31.418670609273647,1.0,7,10,10,0.0,0.0,10,0.9579652186448602
32,-476.23892696908956,6.257314470312373,31.379210302746124,1.0,7,10,10,0.0,0.0,10,0.9562129597915995
33,-478.0588069212953,5.9593812158620905,31.49112397867672,1.0,7,10,10,0.0,0.0,10,0.95478631680035
34,-479.71335349378364,5.674956504766626,31.38700719671813,1.0,7,10,10,0.0,0.0,10,0.9599005489604479
35,-481.1067226368068,5.423872513707017,31.401885130525624,1.0,7,10,10,0.0,0.0,10,0.9404153570820791
36,-482.90825502059425,5.08087869146393,31.363064318868307,1.0,7,10,10,0.0,0.0,10,0.9500055179949686
37,-484.27640572350805,4.804063579048851,31.308208554225605,1.0,7,10,10,0.0,0.0,10,0.9412550725749536
38,-485.6489685947466,4.509312711385988,31.278907601532193,1.0,7,10,10,0.0,0.0,10,0.9540061292812818
39,-486.6137290785521,4.2900326527260635,31.373523642423937,1.0,7,10,10,0.0,0.0,10,0.9457136076855313
40,-487.7437101868331,4.018011690487515,31.348495012207852,1.0,7,10,10,0.0,0.0,10,0.9680904952902716
41,-488.28280092348245,3.8815250188032038,31.350023833156992,1.0,7,10,10,0.0,0.0,10,0.9554152006510458
42,-488.9918184736704,3.6943472185514916,31.398490506891456,1.0,7,10,10,0.0,0.0,10,0.9611654017145504
43,-489.544308615336,3.5416410162364294,31.381454317159985,1.0,7,10,10,0.0,0.0,10,0.9602736954493244
