k,f,grad_norm,t_k,rk_residual
0,0.0,6.9825736388744405e-06,1.0,0.4767693605125891
1,-2.9414044067694884e-06,3.207084799001473e-06,1.0,0.382719380478103
2,-3.6172786391195763e-06,1.1970627572622105e-06,1.0,0.33211556174471807
3,-3.7274520649250875e-06,3.745238095767687e-07,1.0,0.3807405895208169
4,-3.734980538702418e-06,1.337842555290061e-07,1.0,0.6711096374242542
5,-3.7364325592858994e-06,9.664699126024114e-08,1.0,0.5687753403880674
6,-3.7371933739519507e-06,5.518838183439365e-08,1.0,0.567371453271823
7,-3.737422555270419e-06,2.759307583080292e-08,1.0,0.5502879305017391
8,-3.737468705243826e-06,1.4864290789768922e-08,1.0,0.5588348990170326
9,-3.7374807412924425e-06,9.022430017841935e-09,1.0,0.5381394129233377
10,-3.7374883664662223e-06,5.679730012888361e-09,1.0,0.4726294060503698
11,-3.737490400768188e-06,3.0930508323286705e-09,1.0,0.5407051101944043
12,-3.7374910198161005e-06,1.9567355736901626e-09,1.0,0.48786821041144784
13,-3.737491366647967e-06,1.3111176601084244e-09,1.0,0.4588179971507633
14,-3.737491438764062e-06,6.421043392533026e-10,1.0,0.8025748643965089
15,-3.7374914920854473e-06,6.760510474463782e-10,1.0,0.49629258201247745
16,-3.7374915029580918e-06,3.1177926610268233e-10,1.0,0.7301848978397747
17,-3.737491516857167e-06,3.3375261835160936e-10,1.0,0.4848128494656235
18,-3.737491520146039e-06,1.4846403249330425e-10,1.0,0.680644668123508
19,-3.7374915232511703e-06,1.492263633047514e-10,1.0,0.5004367525231771
20,-3.7374915239097046e-06,7.013051629973437e-11,1.0,0.7336928018557335
21,-3.7374915246168026e-06,7.014320969321789e-11,1.0,0.616426561035656
22,-3.7374915247722823e-06,4.419088620709858e-11,1.0,0.7164712704503712
23,-3.7374915249424944e-06,3.881642019125066e-11,1.0,0.5657132677880229
24,-3.7374915250268936e-06,2.4877976365820852e-11,1.0,0.6499475818004953
25,-3.7374915250740657e-06,2.1050596730896356e-11,1.0,0.5322637573680669
26,-3.7374915250970673e-06,1.2090235816549772e-11,1.0,0.7364701689478071
27,-3.737491525114702e-06,1.153139303500535e-11,1.0,0.5242042573510426
28,-3.7374915251204446e-06,5.747071833951128e-12,1.0,0.7659339859262067
29,-3.7374915251234015e-06,5.447749055359234e-12,1.0,0.5333249347998233
30,-3.737491525124672e-06,2.877900493647407e-12,1.0,0.6463596417485374
31,-3.7374915251255526e-06,2.593482127100264e-12,1.0,0.5532508881530911
32,-3.7374915251258406e-06,1.457237414763816e-12,1.0,0.7354840824751973
33,-3.737491525126112e-06,1.2370317287264416e-12,1.0,0.6422869371429232
34,-3.7374915251261756e-06,7.361825130392555e-13,0.0,0.0
