k,f,grad_norm,t_k,cpu_time,cpu_time_sum
0,0.0,32.048512665192554,1.0,0.004948000000000008,0.004948000000000008
1,-0.11522175296045947,31.975178245599718,1.0,0.0030030000000000334,0.007951000000000041
2,-0.2783720152390419,31.911079924016263,1.0,0.0023199999999999887,0.01027100000000003
3,-0.3815652209280026,31.83244676980648,1.0,0.0023380000000000067,0.012609000000000037
4,-0.46294879490649044,31.716208658999225,1.0,0.002236999999999989,0.014846000000000026
5,-0.5642409894410063,31.54836998439028,1.0,0.0023360000000000047,0.01718200000000003
6,-0.6347139299707453,31.446634968387325,1.0,0.002251000000000003,0.019433000000000034
7,-0.6593466253109974,31.433098473848908,1.0,0.0023799999999999932,0.021813000000000027
8,-0.7461456193188793,31.316459797529095,1.0,0.002717999999999998,0.024531000000000025
9,-0.8200757421967093,31.22676422781848,1.0,0.0023599999999999732,0.026890999999999998
10,-0.9903678386403154,30.928512680081592,1.0,0.0025209999999999955,0.029411999999999994
11,-1.0521369857530884,30.929023723439137,1.0,0.002629000000000048,0.03204100000000004
12,-1.2836506981711304,30.746861105172453,1.0,0.0025290000000000035,0.034570000000000045
13,-1.3663242214262983,30.72848455428311,1.0,0.0027169999999999694,0.037287000000000015
14,-1.4053506929626614,30.688015831855605,1.0,0.0032179999999999986,0.04050500000000001
15,-1.4549265122684591,30.60757789565225,1.0,0.002970000000000028,0.04347500000000004
16,-1.5415518674927717,30.544638606296683,1.0,0.0023519999999999652,0.04582700000000001
17,-1.6419393868390428,30.40663305246801,1.0,0.0023600000000000287,0.048187000000000035
18,-1.7909201569415136,30.200336061295232,1.0,0.0023619999999999752,0.05054900000000001
19,-1.814175420373282,30.203660930772774,1.0,0.002342999999999984,0.052891999999999995
20,-1.9692819213230084,29.964271306956775,1.0,0.0023299999999999987,0.05522199999999999
21,-2.011534380340346,29.973072387891204,1.0,0.002837000000000034,0.05805900000000003
22,-2.082093777282141,29.92477112431547,1.0,0.002346999999999988,0.060406000000000015
23,-2.1591306622100666,29.808354661216473,1.0,0.002350999999999992,0.06275700000000001
24,-2.2682936906323476,29.78487423691106,1.0,0.0023179999999999867,0.065075
25,-2.363219035369144,29.662153508410423,1.0,0.0022820000000000062,0.067357
26,-2.48591578963088,29.4795614876504,1.0,0.0023200000000000442,0.06967700000000004
27,-2.549454426919811,29.447046089129326,1.0,0.002344999999999986,0.07202200000000003
