k,f,grad_norm,t_k,rk_residual,cpu_time,cpu_time_sum
0,0.6931471805599454,0.469570892796963,1.0,0.24436626431403155,0.148623,0.148623
1,0.5335092825937335,0.3501975608145994,1.0,0.12292175618615829,0.140393,0.289016
2,0.42517138039327224,0.2629874850350028,1.0,0.09544483204126818,0.13776200000000005,0.42677800000000005
3,0.35117685681993643,0.2029969496260485,1.0,0.1075170297343853,0.25937599999999994,0.6861539999999999
4,0.29844735646574677,0.16148671236632936,1.0,0.12694326663823294,0.19295300000000004,0.879107
5,0.2591862513407321,0.13187738654747191,1.0,0.13980447274111332,0.18639000000000006,1.0654970000000001
6,0.2289520212962088,0.11025877253032053,1.0,0.15383527205358175,0.14507499999999984,1.210572
7,0.20499517919435187,0.09401098699943441,1.0,0.17334266772729187,0.14512500000000017,1.3556970000000002
8,0.18561312957908455,0.08157071259523438,1.0,0.18736240509172122,0.13899399999999984,1.494691
9,0.16960410999285422,0.07176272005869157,1.0,0.18932276631155365,0.14093599999999995,1.635627
10,0.15609008323317874,0.06378497624832585,1.0,0.19440312677499721,0.13809300000000002,1.77372
11,0.14456657673351545,0.057335899018161766,1.0,0.19185827455316057,0.15240300000000007,1.926123
12,0.1345762954500626,0.05192644066028778,1.0,0.20057040684469243,0.15350600000000014,2.079629
13,0.12589078817655838,0.04741272503430153,1.0,0.19558707751535226,0.1610640000000001,2.2406930000000003
14,0.11824602496830752,0.0435889197868433,1.0,0.1998482689706032,0.15455399999999964,2.395247
15,0.11142227559973597,0.04023853456170412,1.0,0.20124387647428998,0.1725620000000001,2.567809
16,0.10529837566716395,0.03737090536104727,1.0,0.20628261365873224,0.14128600000000002,2.709095
17,0.09980539160248111,0.03487274784889679,1.0,0.20661397116366573,0.13912199999999997,2.848217
18,0.0948201381761519,0.03263768442828581,1.0,0.20260541679812374,0.1283470000000002,2.976564
19,0.09027655963125546,0.030652475571107035,1.0,0.20358357191815757,0.13529100000000005,3.1118550000000003
20,0.08612281420948488,0.02888430699316971,1.0,0.2006218528656617,0.13545699999999972,3.247312
21,0.08230479467368697,0.02731083577576711,1.0,0.20145800484952303,0.1442000000000001,3.391512
22,0.0787878914426454,0.025861020854176294,1.0,0.19917451435736633,0.13742399999999977,3.528936
23,0.07554003631444645,0.024587173657832924,1.0,0.20023763679049972,0.13691200000000014,3.665848
24,0.07252444045106382,0.023392194261468952,1.0,0.19669907637372241,0.1371509999999998,3.802999
25,0.06971424442951388,0.022316466212272002,1.0,0.19726444656092107,0.13576500000000014,3.938764
26,0.0670951038410597,0.02131500826370216,1.0,0.19683994365641724,0.1399809999999997,4.078745
