k,f,grad_norm,alpha,rk_residual
75,-45.154200457414944,5.277499552715285e-08,1.4901161193847656e-08,4.7375711851542406e-05
76,-45.154200457414944,5.277499480079614e-08,7.450580596923828e-09,2.7696811009488886e-05
77,-45.154200457414944,5.277499456076119e-08,3.725290298461914e-09,1.7433495365047807e-05
78,-45.154200457414944,5.277499449623436e-08,3.725290298461914e-09,1.0289128880278226e-05
79,-45.154200457414944,5.2774994431707526e-08,3.725290298461914e-09,5.727341291118077e-06
80,-45.154200457414944,5.2774994367180695e-08,3.725290298461914e-09,3.546382020018124e-06
81,-45.154200457414944,5.277499430265387e-08,3.725290298461914e-09,1.8474146931367487e-06
82,-45.154200457414944,5.2774994238127033e-08,3.725290298461914e-09,1.0667874405997142e-06
83,-45.154200457414944,5.277499417360021e-08,3.725290298461914e-09,6.593506976534429e-07
84,-45.154200457414944,5.277499410907338e-08,3.725290298461914e-09,3.3194796806386797e-07
85,-45.154200457414944,5.277499404454655e-08,3.725290298461914e-09,2.0030287057634975e-07
86,-45.154200457414944,5.2774993980019716e-08,3.725290298461914e-09,1.1757003270981465e-07
87,-45.154200457414944,5.277499391549289e-08,3.725290298461914e-09,5.974671207361901e-08
88,-45.154200457414944,5.277499385096606e-08,3.725290298461914e-09,3.38455919600656e-08
89,-45.154200457414944,5.2774993786439237e-08,3.725290298461914e-09,2.061640931244031e-08
90,-45.154200457414944,5.2774993721912406e-08,3.725290298461914e-09,1.164155039148732e-08
91,-45.154200457414944,5.277499365738558e-08,3.725290298461914e-09,6.022313521874491e-09
92,-45.154200457414944,5.277499359285875e-08,3.725290298461914e-09,3.76968078024393e-09
93,-45.154200457414944,5.277499352833192e-08,3.725290298461914e-09,2.2855019070470244e-09
94,-45.154200457414944,5.2774993463805095e-08,3.725290298461914e-09,1.3780018106935421e-09
95,-45.154200457414944,5.2774993399278264e-08,1.862645149230957e-09,8.159125244356884e-10
96,-45.154200457414944,5.27749933800382e-08,4.656612873077393e-10,5.126718843323447e-10
97,-45.154200457414944,5.277499337821574e-08,4.656612873077393e-10,3.0222375373641037e-10
98,-45.154200457414944,5.277499337639326e-08,4.656612873077393e-10,1.6173759678172524e-10
99,-45.154200457414944,5.277499337457079e-08,4.656612873077393e-10,1.057052834069152e-10
100,-45.154200457414944,5.2774993372748325e-08,4.656612873077393e-10,5.3167359703065564e-11
101,-45.154200457414944,5.2774993370925854e-08,4.656612873077393e-10,3.279473028521522e-11
102,-45.154200457414944,5.2774993369103384e-08,4.656612873077393e-10,1.810664908555034e-11
103,-45.154200457414944,5.277499336728091e-08,4.656612873077393e-10,1.0999308581324384e-11
104,-45.154200457414944,5.277499336545844e-08,4.656612873077393e-10,6.410117674512334e-12
105,-45.154200457414944,5.2774993363635965e-08,4.656612873077393e-10,4.021303633671747e-12
106,-45.154200457414944,5.27749933618135e-08,4.656612873077393e-10,2.1154631149605494e-12
107,-45.154200457414944,5.277499335999102e-08,4.656612873077393e-10,1.7246922720002692e-12
108,-45.154200457414944,5.277499335816856e-08,4.656612873077393e-10,1.591120832260519e-12
109,-45.154200457414944,5.277499335634608e-08,4.656612873077393e-10,1.4073472673813597e-12
110,-45.154200457414944,5.277499335452361e-08,4.656612873077393e-10,1.4834703099593383e-12
111,-45.154200457414944,5.277499335270114e-08,4.656612873077393e-10,1.5574485086110862e-12
112,-45.154200457414944,5.277499335087867e-08,4.656612873077393e-10,1.514793843751365e-12
113,-45.154200457414944,5.27749933490562e-08,4.656612873077393e-10,1.1411024935383806e-12
114,-45.154200457414944,5.277499334723373e-08,4.656612873077393e-10,1.2036131474009373e-12
115,-45.154200457414944,5.277499334541126e-08,4.656612873077393e-10,1.2127905829590212e-12
116,-45.154200457414944,5.2774993343588786e-08,4.656612873077393e-10,1.3177605286669588e-12
117,-45.154200457414944,5.2774993341766315e-08,4.656612873077393e-10,1.186440302017637e-12
118,-45.154200457414944,5.2774993339943844e-08,4.656612873077393e-10,1.2231464658453283e-12
119,-45.154200457414944,5.2774993338121374e-08,4.656612873077393e-10,1.3367037691828844e-12
120,-45.154200457414944,5.27749933362989e-08,4.656612873077393e-10,1.5363174246542789e-12
121,-45.154200457414944,5.2774993334476425e-08,4.656612873077393e-10,1.6382712640377653e-12
122,-45.154200457414944,5.277499333265396e-08,4.656612873077393e-10,1.323890323066081e-12
123,-45.154200457414944,5.2774993330831484e-08,4.656612873077393e-10,1.1866241144595e-12
124,-45.154200457414944,5.277499332900901e-08,4.656612873077393e-10,1.1433713294988707e-12
125,-45.154200457414944,5.277499332718654e-08,4.656612873077393e-10,1.1666881221696744e-12
126,-45.154200457414944,5.277499332536407e-08,4.656612873077393e-10,1.1903625423067114e-12
127,-45.154200457414944,5.27749933235416e-08,4.656612873077393e-10,1.1435125818735121e-12
128,-45.154200457414944,5.277499332171913e-08,4.656612873077393e-10,1.1448903034352588e-12
129,-45.154200457414944,5.277499331989666e-08,4.656612873077393e-10,1.2506100291678778e-12
130,-45.154200457414944,5.277499331807419e-08,4.656612873077393e-10,1.450776230431251e-12
131,-45.154200457414944,5.277499331625172e-08,4.656612873077393e-10,1.377471611663754e-12
132,-45.154200457414944,5.2774993314429247e-08,4.656612873077393e-10,1.3166526645461805e-12
133,-45.154200457414944,5.2774993312606776e-08,4.656612873077393e-10,1.4337524688573096e-12
134,-45.154200457414944,5.2774993310784305e-08,4.656612873077393e-10,1.3077072638966742e-12
135,-45.154200457414944,5.2774993308961834e-08,4.656612873077393e-10,1.193649269235499e-12
136,-45.154200457414944,5.2774993307139363e-08,4.656612873077393e-10,1.2832262416316482e-12
137,-45.154200457414944,5.277499330531689e-08,4.656612873077393e-10,1.127529240905953e-12
138,-45.154200457414944,5.277499330349442e-08,4.656612873077393e-10,1.2336658325846722e-12
139,-45.154200457414944,5.277499330167195e-08,4.656612873077393e-10,1.382459696885071e-12
140,-45.154200457414944,5.277499329984948e-08,4.656612873077393e-10,1.3319072477231744e-12
141,-45.154200457414944,5.2774993298027e-08,4.656612873077393e-10,1.3765294737687827e-12
142,-45.154200457414944,5.277499329620454e-08,4.656612873077393e-10,1.4057041505091724e-12
143,-45.154200457414944,5.277499329438206e-08,4.656612873077393e-10,1.2272726109062049e-12
144,-45.154200457414944,5.277499329255959e-08,4.656612873077393e-10,1.3944488690117368e-12
145,-45.154200457414944,5.277499329073712e-08,4.656612873077393e-10,1.3133250969834603e-12
146,-45.154200457414944,5.277499328891465e-08,4.656612873077393e-10,1.3150756634798799e-12
147,-45.154200457414944,5.277499328709218e-08,4.656612873077393e-10,1.34306710621179e-12
148,-45.154200457414944,5.277499328526971e-08,4.656612873077393e-10,1.367971618775827e-12
149,-45.154200457414944,5.2774993283447236e-08,4.656612873077393e-10,1.4572900439841868e-12
150,-45.154200457414944,5.2774993281624766e-08,4.656612873077393e-10,1.3019221285220433e-12
151,-45.154200457414944,5.2774993279802295e-08,4.656612873077393e-10,1.2996366472099905e-12
152,-45.154200457414944,5.2774993277979824e-08,4.656612873077393e-10,1.3580903796057557e-12
153,-45.154200457414944,5.2774993276157347e-08,4.656612873077393e-10,1.4061151867960391e-12
154,-45.154200457414944,5.277499327433488e-08,4.656612873077393e-10,1.3734219632883844e-12
155,-45.154200457414944,5.277499327251241e-08,4.656612873077393e-10,1.2952396747097681e-12
156,-45.154200457414944,5.277499327068994e-08,4.656612873077393e-10,1.3816631833134544e-12
157,-45.154200457414944,5.277499326886747e-08,4.656612873077393e-10,1.4718087513801485e-12
158,-45.154200457414944,5.2774993267045e-08,4.656612873077393e-10,1.4015670973241483e-12
159,-45.154200457414944,5.277499326522252e-08,4.656612873077393e-10,1.3763214799018802e-12
160,-45.154200457414944,5.277499326340006e-08,4.656612873077393e-10,1.2132419009195553e-12
161,-45.154200457414944,5.277499326157758e-08,4.656612873077393e-10,1.3113881027229552e-12
162,-45.154200457414944,5.277499325975511e-08,4.656612873077393e-10,1.4400113626222537e-12
163,-45.154200457414944,5.277499325793264e-08,4.656612873077393e-10,1.4692763494064572e-12
164,-45.154200457414944,5.277499325611017e-08,4.656612873077393e-10,1.601307867170981e-12
165,-45.154200457414944,5.27749932542877e-08,4.656612873077393e-10,1.4597403525448157e-12
166,-45.154200457414944,5.2774993252465226e-08,4.656612873077393e-10,1.2661893015950565e-12
167,-45.154200457414944,5.2774993250642755e-08,4.656612873077393e-10,1.2498852462426984e-12
168,-45.154200457414944,5.2774993248820285e-08,4.656612873077393e-10,1.3395112840381964e-12
169,-45.154200457414944,5.2774993246997814e-08,4.656612873077393e-10,1.3528134323662991e-12
170,-45.154200457414944,5.277499324517534e-08,4.656612873077393e-10,1.3563384553542193e-12
171,-45.154200457414944,5.277499324335287e-08,4.656612873077393e-10,1.3481621440173375e-12
172,-45.154200457414944,5.27749932415304e-08,4.656612873077393e-10,1.2981719565864311e-12
173,-45.154200457414944,5.277499323970793e-08,4.656612873077393e-10,1.2638766658700465e-12
174,-45.154200457414944,5.277499323788546e-08,4.656612873077393e-10,1.4048523073478399e-12
175,-45.154200457414944,5.277499323606298e-08,4.656612873077393e-10,1.160625326293303e-12
176,-45.154200457414944,5.277499323424052e-08,4.656612873077393e-10,1.0843454716643034e-12
177,-45.154200457414944,5.277499323241804e-08,4.656612873077393e-10,1.1150846064452517e-12
178,-45.154200457414944,5.277499323059558e-08,4.656612873077393e-10,1.2758976940513334e-12
179,-45.154200457414944,5.27749932287731e-08,4.656612873077393e-10,1.3691023858352807e-12
180,-45.154200457414944,5.2774993226950635e-08,4.656612873077393e-10,1.2650357279773162e-12
181,-45.154200457414944,5.277499322512816e-08,4.656612873077393e-10,1.0266817870674848e-12
182,-45.154200457414944,5.277499322330569e-08,4.656612873077393e-10,1.0678210114297214e-12
183,-45.154200457414944,5.2774993221483216e-08,4.656612873077393e-10,1.20666332521701e-12
184,-45.154200457414944,5.2774993219660745e-08,4.656612873077393e-10,1.1759714964927465e-12
185,-45.154200457414944,5.2774993217838275e-08,4.656612873077393e-10,1.0866380600215316e-12
186,-45.154200457414944,5.2774993216015804e-08,4.656612873077393e-10,1.1551380374471143e-12
187,-45.154200457414944,5.277499321419333e-08,4.656612873077393e-10,1.1870414637361792e-12
188,-45.154200457414944,5.277499321237086e-08,4.656612873077393e-10,1.3568793436386826e-12
189,-45.154200457414944,5.277499321054839e-08,4.656612873077393e-10,1.3492985654635447e-12
190,-45.154200457414944,5.277499320872592e-08,4.656612873077393e-10,1.291209907847921e-12
191,-45.154200457414944,5.277499320690345e-08,4.656612873077393e-10,1.1623845971433442e-12
192,-45.154200457414944,5.277499320508098e-08,4.656612873077393e-10,1.0544324927315278e-12
193,-45.154200457414944,5.2774993203258515e-08,4.656612873077393e-10,1.2937609189791234e-12
194,-45.154200457414944,5.277499320143604e-08,4.656612873077393e-10,1.4031170843441524e-12
195,-45.154200457414944,5.2774993199613567e-08,4.656612873077393e-10,1.3051993265139683e-12
196,-45.154200457414944,5.2774993197791096e-08,4.656612873077393e-10,1.3198570541921571e-12
197,-45.154200457414944,5.277499319596862e-08,4.656612873077393e-10,1.3145687163798801e-12
198,-45.154200457414944,5.2774993194146154e-08,4.656612873077393e-10,1.1972618612243204e-12
199,-45.154200457414944,5.277499319232368e-08,4.656612873077393e-10,1.2863447109997376e-12
200,-45.154200457414944,5.277499319050121e-08,4.656612873077393e-10,1.3878533189556653e-12
201,-45.154200457414944,5.277499318867874e-08,4.656612873077393e-10,1.3141398802869314e-12
202,-45.154200457414944,5.277499318685627e-08,4.656612873077393e-10,1.1596534671278184e-12
203,-45.154200457414944,5.27749931850338e-08,4.656612873077393e-10,1.0745223840658713e-12
204,-45.154200457414944,5.277499318321132e-08,4.656612873077393e-10,1.28722308924094e-12
205,-45.154200457414944,5.277499318138886e-08,4.656612873077393e-10,1.508722416004483e-12
206,-45.154200457414944,5.277499317956639e-08,4.656612873077393e-10,1.3478742443137743e-12
207,-45.154200457414944,5.277499317774391e-08,4.656612873077393e-10,1.477103758642659e-12
208,-45.154200457414944,5.277499317592144e-08,4.656612873077393e-10,1.6224987652610884e-12
209,-45.154200457414944,5.2774993174098975e-08,4.656612873077393e-10,1.5570763948112653e-12
210,-45.154200457414944,5.27749931722765e-08,4.656612873077393e-10,1.5053471729471997e-12
211,-45.154200457414944,5.2774993170454034e-08,4.656612873077393e-10,1.1566643292703937e-12
212,-45.154200457414944,5.2774993168631556e-08,4.656612873077393e-10,1.1701615562417656e-12
213,-45.154200457414944,5.2774993166809086e-08,4.656612873077393e-10,1.299057161386972e-12
214,-45.154200457414944,5.2774993164986615e-08,4.656612873077393e-10,1.2566948214544716e-12
215,-45.154200457414944,5.2774993163164144e-08,4.656612873077393e-10,1.0896363962416931e-12
216,-45.154200457414944,5.277499316134167e-08,4.656612873077393e-10,1.194973379189308e-12
217,-45.154200457414944,5.27749931595192e-08,4.656612873077393e-10,1.418818277867102e-12
218,-45.154200457414944,5.277499315769673e-08,4.656612873077393e-10,1.5119194667614503e-12
219,-45.154200457414944,5.277499315587426e-08,4.656612873077393e-10,1.5034841323664185e-12
220,-45.154200457414944,5.277499315405179e-08,4.656612873077393e-10,1.499379822250357e-12
221,-45.154200457414944,5.277499315222932e-08,4.656612873077393e-10,1.237107470452793e-12
222,-45.154200457414944,5.277499315040685e-08,4.656612873077393e-10,1.2425523228442978e-12
223,-45.154200457414944,5.277499314858438e-08,4.656612873077393e-10,1.3691547313282303e-12
224,-45.154200457414944,5.277499314676191e-08,4.656612873077393e-10,1.3381828991568523e-12
225,-45.154200457414944,5.2774993144939436e-08,4.656612873077393e-10,1.1476712789342263e-12
226,-45.154200457414944,5.2774993143116965e-08,4.656612873077393e-10,1.0475980084327975e-12
227,-45.154200457414944,5.2774993141294495e-08,4.656612873077393e-10,9.205579447379914e-13
228,-45.154200457414944,5.2774993139472024e-08,4.656612873077393e-10,1.0052184332376762e-12
229,-45.154200457414944,5.277499313764955e-08,4.656612873077393e-10,1.3198025348292157e-12
230,-45.154200457414944,5.2774993135827076e-08,4.656612873077393e-10,1.3074816278607881e-12
231,-45.154200457414944,5.277499313400461e-08,4.656612873077393e-10,1.2746992398286424e-12
232,-45.154200457414944,5.2774993132182134e-08,4.656612873077393e-10,1.3845865805021165e-12
233,-45.154200457414944,5.277499313035966e-08,4.656612873077393e-10,1.357312821619302e-12
234,-45.154200457414944,5.277499312853719e-08,4.656612873077393e-10,1.2782676564232374e-12
235,-45.154200457414944,5.277499312671473e-08,4.656612873077393e-10,1.193474709835156e-12
236,-45.154200457414944,5.277499312489225e-08,4.656612873077393e-10,1.1961864350800818e-12
237,-45.154200457414944,5.277499312306978e-08,4.656612873077393e-10,1.1800692023819833e-12
238,-45.154200457414944,5.277499312124731e-08,4.656612873077393e-10,1.1462466479039784e-12
239,-45.154200457414944,5.277499311942484e-08,4.656612873077393e-10,1.1614524843338825e-12
240,-45.154200457414944,5.277499311760237e-08,4.656612873077393e-10,1.1732079243746242e-12
241,-45.154200457414944,5.27749931157799e-08,4.656612873077393e-10,1.2078362523845578e-12
242,-45.154200457414944,5.2774993113957426e-08,4.656612873077393e-10,1.3747762024479432e-12
243,-45.154200457414944,5.2774993112134955e-08,4.656612873077393e-10,1.430691393957932e-12
244,-45.154200457414944,5.2774993110312484e-08,4.656612873077393e-10,1.2702279059821281e-12
245,-45.154200457414944,5.2774993108490014e-08,4.656612873077393e-10,1.1773160756491811e-12
246,-45.154200457414944,5.277499310666754e-08,4.656612873077393e-10,1.2351617835475182e-12
247,-45.154200457414944,5.277499310484507e-08,4.656612873077393e-10,1.179118760732728e-12
248,-45.154200457414944,5.27749931030226e-08,4.656612873077393e-10,1.3166855675645278e-12
249,-45.154200457414944,5.277499310120013e-08,4.656612873077393e-10,1.3449582083778564e-12
250,-45.154200457414944,5.277499309937766e-08,4.656612873077393e-10,1.4057836819980134e-12
251,-45.154200457414944,5.277499309755519e-08,4.656612873077393e-10,1.3826796952000835e-12
252,-45.154200457414944,5.277499309573272e-08,4.656612873077393e-10,1.4251073153634796e-12
253,-45.154200457414944,5.277499309391025e-08,4.656612873077393e-10,1.4038735874066088e-12
254,-45.154200457414944,5.277499309208777e-08,4.656612873077393e-10,1.3963246085224888e-12
255,-45.154200457414944,5.2774993090265306e-08,4.656612873077393e-10,1.3840984724545113e-12
256,-45.154200457414944,5.277499308844283e-08,4.656612873077393e-10,1.2706430550989847e-12
257,-45.154200457414944,5.2774993086620364e-08,4.656612873077393e-10,1.2674653663323956e-12
258,-45.154200457414944,5.2774993084797887e-08,4.656612873077393e-10,1.2283842443916117e-12
259,-45.154200457414944,5.2774993082975416e-08,4.656612873077393e-10,1.271653899860333e-12
260,-45.154200457414944,5.2774993081152945e-08,4.656612873077393e-10,1.236364154438189e-12
261,-45.154200457414944,5.2774993079330474e-08,4.656612873077393e-10,1.2438213179555827e-12
262,-45.154200457414944,5.2774993077508003e-08,4.656612873077393e-10,1.1471416658418632e-12
263,-45.154200457414944,5.277499307568553e-08,4.656612873077393e-10,1.1673295699546207e-12
264,-45.154200457414944,5.277499307386306e-08,4.656612873077393e-10,1.1818469039499275e-12
265,-45.154200457414944,5.277499307204059e-08,4.656612873077393e-10,1.1320566557948306e-12
266,-45.154200457414944,5.277499307021812e-08,4.656612873077393e-10,1.1381154500995565e-12
267,-45.154200457414944,5.277499306839565e-08,4.656612873077393e-10,1.1919589068937796e-12
268,-45.154200457414944,5.277499306657318e-08,4.656612873077393e-10,1.0231674514196688e-12
269,-45.154200457414944,5.277499306475071e-08,4.656612873077393e-10,9.203633836853282e-13
270,-45.154200457414944,5.277499306292824e-08,4.656612873077393e-10,9.657447475824182e-13
271,-45.154200457414944,5.2774993061105766e-08,4.656612873077393e-10,1.1021309731776618e-12
272,-45.154200457414944,5.2774993059283296e-08,4.656612873077393e-10,1.1146108041834386e-12
273,-45.154200457414944,5.2774993057460825e-08,4.656612873077393e-10,1.1549007875802786e-12
274,-45.154200457414944,5.2774993055638354e-08,4.656612873077393e-10,1.2820595324363e-12
275,-45.154200457414944,5.277499305381588e-08,4.656612873077393e-10,1.3827613960464948e-12
276,-45.154200457414944,5.277499305199342e-08,4.656612873077393e-10,1.3224102771965062e-12
277,-45.154200457414944,5.277499305017094e-08,4.656612873077393e-10,1.3335897527177397e-12
278,-45.154200457414944,5.277499304834847e-08,4.656612873077393e-10,1.2381614461276677e-12
279,-45.154200457414944,5.2774993046526e-08,4.656612873077393e-10,1.337930984174326e-12
280,-45.154200457414944,5.277499304470353e-08,4.656612873077393e-10,1.3436024923868024e-12
281,-45.154200457414944,5.277499304288106e-08,4.656612873077393e-10,1.4327611802448713e-12
282,-45.154200457414944,5.277499304105858e-08,4.656612873077393e-10,1.307829680726154e-12
283,-45.154200457414944,5.277499303923612e-08,4.656612873077393e-10,1.341079629019701e-12
284,-45.154200457414944,5.277499303741364e-08,4.656612873077393e-10,1.2912390670057523e-12
285,-45.154200457414944,5.2774993035591175e-08,4.656612873077393e-10,1.0951426396721355e-12
286,-45.154200457414944,5.27749930337687e-08,4.656612873077393e-10,1.0413212838489702e-12
287,-45.154200457414944,5.2774993031946234e-08,4.656612873077393e-10,1.0683932083351665e-12
288,-45.154200457414944,5.277499303012376e-08,4.656612873077393e-10,1.173095114002947e-12
289,-45.154200457414944,5.277499302830129e-08,4.656612873077393e-10,1.1695617566732831e-12
290,-45.154200457414944,5.277499302647882e-08,4.656612873077393e-10,1.3058459704318983e-12
291,-45.154200457414944,5.277499302465635e-08,4.656612873077393e-10,1.3146786074354888e-12
292,-45.154200457414944,5.277499302283388e-08,4.656612873077393e-10,1.2925014591198624e-12
293,-45.154200457414944,5.27749930210114e-08,4.656612873077393e-10,1.4039680793094676e-12
294,-45.154200457414944,5.277499301918894e-08,4.656612873077393e-10,1.3437507588427157e-12
295,-45.154200457414944,5.277499301736647e-08,4.656612873077393e-10,1.2622003078576938e-12
296,-45.154200457414944,5.2774993015543996e-08,4.656612873077393e-10,1.3631707536640979e-12
297,-45.154200457414944,5.277499301372152e-08,4.656612873077393e-10,1.4779642219038009e-12
298,-45.154200457414944,5.2774993011899055e-08,4.656612873077393e-10,1.1420012355376086e-12
299,-45.154200457414944,5.277499301007658e-08,4.656612873077393e-10,9.831368454468433e-13
300,-45.154200457414944,5.2774993008254107e-08,4.656612873077393e-10,1.0430819641213943e-12
301,-45.154200457414944,5.2774993006431636e-08,4.656612873077393e-10,1.0889590134320686e-12
302,-45.154200457414944,5.277499300460917e-08,4.656612873077393e-10,1.0723356898894804e-12
303,-45.154200457414944,5.2774993002786694e-08,4.656612873077393e-10,1.1249796240379695e-12
304,-45.154200457414944,5.2774993000964223e-08,4.656612873077393e-10,1.0015701273489223e-12
305,-45.154200457414944,5.277499299914175e-08,4.656612873077393e-10,1.1156670370386393e-12
306,-45.154200457414944,5.277499299731928e-08,4.656612873077393e-10,1.2761645724724096e-12
307,-45.154200457414944,5.277499299549681e-08,4.656612873077393e-10,1.2077467519442512e-12
308,-45.154200457414944,5.277499299367434e-08,4.656612873077393e-10,1.1328331761687242e-12
309,-45.154200457414944,5.277499299185187e-08,4.656612873077393e-10,1.1517062009686697e-12
310,-45.154200457414944,5.27749929900294e-08,4.656612873077393e-10,1.3084284564404622e-12
311,-45.154200457414944,5.277499298820693e-08,4.656612873077393e-10,1.3040818170741764e-12
312,-45.154200457414944,5.277499298638446e-08,4.656612873077393e-10,1.3851511310731294e-12
313,-45.154200457414944,5.2774992984561986e-08,4.656612873077393e-10,1.4022138552225132e-12
314,-45.154200457414944,5.2774992982739515e-08,4.656612873077393e-10,1.1950786734268376e-12
315,-45.154200457414944,5.2774992980917045e-08,4.656612873077393e-10,1.2593190804294538e-12
316,-45.154200457414944,5.2774992979094574e-08,4.656612873077393e-10,1.1375622871172942e-12
317,-45.154200457414944,5.27749929772721e-08,4.656612873077393e-10,9.649009899101646e-13
318,-45.154200457414944,5.277499297544963e-08,4.656612873077393e-10,9.966542516081851e-13
319,-45.154200457414944,5.277499297362716e-08,4.656612873077393e-10,1.0500781367498159e-12
320,-45.154200457414944,5.277499297180469e-08,4.656612873077393e-10,1.0709664671535321e-12
321,-45.154200457414944,5.277499296998222e-08,4.656612873077393e-10,1.1287428587560755e-12
322,-45.154200457414944,5.277499296815975e-08,4.656612873077393e-10,1.0705535668075109e-12
