k,f,grad_norm,t_k,rk_residual,cpu_time,cpu_time_sum
0,0.0,32.048512665192554,1.0,0.8469626811666366,0.0625,0.0625
1,-4.665082252755293,27.143854310320442,1.0,0.8921635966145426,0.203125,0.265625
2,-7.835779918356817,23.6587924156968,1.0,0.9146766577063854,0.109375,0.375
3,-10.25315622909949,20.918007108859648,1.0,0.9135023675396142,0.234375,0.609375
4,-12.037338431632884,18.608294127426984,1.0,0.9427273238757358,0.265625,0.875
5,-13.584043333683692,16.833922240328995,1.0,0.9269787112933054,0.15625,1.03125
6,-14.96055309426136,15.16536830514543,1.0,0.9191721047338645,0.234375,1.265625
7,-16.055961498496,13.482027322376142,1.0,0.9444256102239419,0.265625,1.53125
8,-16.960983631043568,12.491317834385457,1.0,0.9304634933336497,0.359375,1.890625
9,-17.652382494399355,11.213346295911503,1.0,0.9395551473706717,0.25,2.140625
10,-18.275960728910597,10.255679326511563,1.0,0.9789215051372283,0.046875,2.1875
11,-18.80163661316599,9.602403941891158,1.0,0.9731959448495525,0.0625,2.25
12,-19.168821080847103,8.94475730078738,1.0,0.9834454410286615,0.046875,2.296875
13,-19.516362021254125,8.573910311166925,1.0,0.9579278690292978,0.203125,2.5
14,-19.864028404713057,8.15887101471989,1.0,0.9154068359632975,0.171875,2.671875
15,-20.211690491528167,7.46602680053201,1.0,0.9319202378355879,0.140625,2.8125
16,-20.477100618778334,6.840300383005533,1.0,0.977226839891834,0.25,3.0625
17,-20.707282470753782,6.766505043946798,1.0,0.9374032740461388,0.15625,3.21875
18,-20.955077763717707,6.40073683996752,1.0,0.9704714119733397,0.28125,3.5
19,-21.12618369789508,6.131426496428417,1.0,0.9395999364618389,0.15625,3.65625
20,-21.33448250285684,5.846755433150872,1.0,0.9560625992769488,0.234375,3.890625
21,-21.51240315989786,5.598145672048317,1.0,0.9844723766005391,0.0625,3.953125
22,-21.655570803507224,5.436173065171238,1.0,0.9799946818418613,0.171875,4.125
23,-21.79791129152396,5.414808309532551,1.0,0.9034530650065605,0.328125,4.453125
24,-21.94038509993034,4.901612886433619,1.0,0.9938961067458976,0.171875,4.625
25,-22.066910890400237,4.844287974604135,1.0,0.9501226403079533,0.125,4.75
26,-22.18291205697869,4.604047463218763,1.0,0.955244463144492,0.390625,5.140625
27,-22.282336872880332,4.385805931572353,1.0,0.9792493834735333,0.171875,5.3125
28,-22.37837572730026,4.250197561034172,1.0,0.9890258876935025,0.28125,5.59375
29,-22.458574225555676,4.181490208803868,1.0,0.9798144068737811,0.28125,5.875
30,-22.538787108404424,4.129010776465938,1.0,0.9579842697074875,0.125,6.0
31,-22.623817715452546,4.002584559068672,1.0,0.9480583676207727,0.140625,6.140625
32,-22.706574462650487,3.806254412195567,1.0,0.9974527848336479,0.046875,6.1875
33,-22.778275104788488,3.8433567417583947,1.0,0.9397458714716006,0.0625,6.25
34,-22.851131561488906,3.6108527797989973,1.0,0.9729626932634078,0.21875,6.46875
