k,f,grad_norm,x_norm,alpha,subspace_dim_s,inner_dim_r,L,rs_reg,rk_reg,rk_iters,rk_residual
150,-495.81591915928055,9.645092905681947e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4972066212915165e-07
151,-495.81591915928055,9.645091618479618e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4932485345674898e-07
152,-495.81591915928055,9.645090331277904e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4528389462643452e-07
153,-495.81591915928055,9.645089044076808e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4767500594829626e-07
154,-495.81591915928055,9.645087756876328e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4659013464774402e-07
155,-495.81591915928055,9.645086469676467e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.47751580269774e-07
156,-495.81591915928055,9.64508518247722e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4980126901990546e-07
157,-495.81591915928055,9.64508389527859e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.492109629140108e-07
158,-495.81591915928055,9.645082608080576e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.507258990106829e-07
159,-495.81591915928055,9.645081320883181e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.5420503726619545e-07
160,-495.81591915928055,9.645080033686399e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4888932412449567e-07
161,-495.81591915928055,9.645078746490237e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4488555410321963e-07
162,-495.81591915928055,9.645077459294691e-10,31.490186381134233,9.5367431640625e-07,11,10,100,0.0,0.0,100,1.432526447575326e-07
163,-495.81591915928055,9.645072720267805e-10,31.490186381134233,9.5367431640625e-07,11,10,100,0.0,0.0,100,3.492815952958589e-07
164,-495.81591915928055,9.645067981244342e-10,31.490186381134233,9.5367431640625e-07,11,10,100,0.0,0.0,100,4.6474588236834876e-07
165,-495.81591915928055,9.645063242224298e-10,31.490186381134233,1.9073486328125e-06,11,10,100,0.0,0.0,100,5.044596166118563e-07
166,-495.81591915928055,9.64504774153659e-10,31.490186381134233,9.5367431640625e-07,11,10,100,0.0,0.0,100,1.1438813706364423e-06
167,-495.81591915928055,9.645043002521034e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,8.87397265722633e-07
168,-495.81591915928055,9.645041715328605e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,5.691585544619335e-07
169,-495.81591915928055,9.64504042813679e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,3.7495139574107737e-07
170,-495.81591915928055,9.64503914094559e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,2.615994574465953e-07
171,-495.81591915928055,9.645037853755008e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,2.0379427175619058e-07
172,-495.81591915928055,9.645036566565044e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.7089250329978115e-07
173,-495.81591915928055,9.645035279375696e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.523566422666882e-07
174,-495.81591915928055,9.645033992186965e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.5055060162677952e-07
175,-495.81591915928055,9.645032704998851e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.5152212964360045e-07
176,-495.81591915928055,9.645031417811354e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4406908640878327e-07
177,-495.81591915928055,9.64503013062447e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4019858789995489e-07
178,-495.81591915928055,9.645028843438208e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4877688850591142e-07
179,-495.81591915928055,9.645027556252558e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.5197631787306383e-07
180,-495.81591915928055,9.645026269067528e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.474825012631795e-07
181,-495.81591915928055,9.645024981883114e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4014460457209045e-07
182,-495.81591915928055,9.645023694699316e-10,31.490186381134233,4.76837158203125e-07,11,10,100,0.0,0.0,100,1.4868781025920565e-07
183,-495.81591915928055,9.645022407516135e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,1.4987256225867058e-07
184,-495.81591915928055,9.645021997408602e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,1.0301150976969427e-07
185,-495.81591915928055,9.645021587301186e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,7.509635488626763e-08
186,-495.81591915928055,9.645021177193883e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,5.932218176714861e-08
187,-495.81591915928055,9.645020767086697e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,5.0965200465014634e-08
188,-495.81591915928055,9.645020356979626e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.6751091286763056e-08
189,-495.81591915928055,9.645019946872674e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.6413256747997976e-08
190,-495.81591915928055,9.645019536765835e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.715034174294693e-08
191,-495.81591915928055,9.645019126659113e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.79500732060481e-08
192,-495.81591915928055,9.645018716552506e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.735324357138014e-08
193,-495.81591915928055,9.645018306446016e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.581732030951992e-08
194,-495.81591915928055,9.645017896339641e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.613678444148941e-08
195,-495.81591915928055,9.645017486233383e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.520289200076969e-08
196,-495.81591915928055,9.645017076127238e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.542465835421114e-08
197,-495.81591915928055,9.64501666602121e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.617557967343991e-08
198,-495.81591915928055,9.6450162559153e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.7034451286419636e-08
199,-495.81591915928055,9.645015845809504e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.778076638499214e-08
200,-495.81591915928055,9.645015435703824e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.858404775051557e-08
201,-495.81591915928055,9.64501502559826e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.973264471151899e-08
202,-495.81591915928055,9.645014615492812e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.80669271810462e-08
203,-495.81591915928055,9.64501420538748e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.77427013805886e-08
204,-495.81591915928055,9.645013795282265e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.456459896778205e-08
205,-495.81591915928055,9.645013385177164e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.60091112530327e-08
206,-495.81591915928055,9.64501297507218e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.651523356687687e-08
207,-495.81591915928055,9.64501256496731e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.866017080402504e-08
208,-495.81591915928055,9.645012154862557e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.780723849520408e-08
209,-495.81591915928055,9.64501174475792e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.6055615861216076e-08
210,-495.81591915928055,9.645011334653398e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.7658322510048253e-08
211,-495.81591915928055,9.645010924548994e-10,31.490186381134233,2.384185791015625e-07,11,10,100,0.0,0.0,100,4.5700546514920184e-08
