k,f,grad_norm,t_k,rk_residual,cpu_time,cpu_time_sum
0,0.0,32.048512665192554,1.0,0.8205655727020168,0.031177999999999984,0.031177999999999984
1,-30.666608542426587,27.170192217561528,1.0,0.7948584197042466,0.030951000000000006,0.06212899999999999
2,-58.96450220444885,22.03901279853066,1.0,0.8157742101952362,0.02939900000000001,0.091528
3,-80.27875118865688,17.90928644008651,1.0,0.8291069260442189,0.02949299999999999,0.12102099999999999
4,-94.86552888591189,14.82150775592901,1.0,0.8513549091926313,0.029492000000000018,0.150513
5,-105.3534875813705,12.256507683186213,1.0,0.8720124902034663,0.02841100000000002,0.17892400000000003
6,-113.32236886496884,10.211164513293213,1.0,0.873437759577249,0.031185999999999936,0.21010999999999996
7,-118.91340477532415,8.605891166364684,1.0,0.8604070902723486,0.028642000000000056,0.23875200000000002
8,-123.08107945944487,7.132110947891347,1.0,0.883376125421664,0.02781800000000001,0.26657000000000003
9,-125.66426336078365,5.975342367149061,1.0,0.8950224785197496,0.031104999999999938,0.29767499999999997
10,-127.4925245486844,5.083115639317431,1.0,0.9207266259765338,0.02896500000000002,0.32664
11,-128.8288297810791,4.36098587309628,1.0,0.9122454907071403,0.027837,0.354477
12,-129.69794889229988,3.7470427584118218,1.0,0.9234146677528476,0.030055000000000054,0.38453200000000004
13,-130.3308188668223,3.2390255590310133,1.0,0.9288851119265737,0.028556999999999944,0.413089
14,-130.81247884359607,2.8262069149281293,1.0,0.8626022769529481,0.033070000000000044,0.44615900000000003
15,-131.21660229073717,2.3333972679911468,1.0,0.8825626059679994,0.033856999999999915,0.48001599999999994
16,-131.47159041544217,1.9604846730352512,1.0,0.921233166674114,0.03545100000000001,0.5154669999999999
17,-131.64972670038168,1.715598223856559,1.0,0.9060193166477845,0.04012199999999999,0.5555889999999999
18,-131.7925638553663,1.482710074971513,1.0,0.9260718208754274,0.03269500000000003,0.5882839999999999
19,-131.887621729633,1.2954911168290602,1.0,0.8880847269919065,0.03172300000000006,0.620007
20,-131.97201289914895,1.1021780293461128,1.0,0.9058245745386737,0.033160999999999996,0.653168
21,-132.02514709753729,0.9547035624075109,1.0,0.9155743982751976,0.03547699999999998,0.688645
22,-132.061290628621,0.8353195933894492,1.0,0.9113339610591992,0.031126999999999905,0.7197719999999999
23,-132.09162294907753,0.7369682709070703,1.0,0.8650534171940438,0.03388300000000011,0.753655
24,-132.11519771634613,0.612749898789471,1.0,0.9129037632528235,0.030092999999999925,0.7837479999999999
25,-132.13142659052266,0.5304586916198911,1.0,0.9017972392524325,0.0327900000000001,0.816538
26,-132.14307612356214,0.4579763833322556,1.0,0.8839356082898848,0.034114999999999895,0.8506529999999999
27,-132.15221363021575,0.38939318919826943,1.0,0.9001488327313542,0.03311299999999995,0.8837659999999998
28,-132.15849978047586,0.3337273188428181,1.0,0.9200504822191845,0.031333000000000055,0.9150989999999999
29,-132.16277052843685,0.29387590811180486,1.0,0.9205248294966342,0.032420000000000115,0.947519
30,-132.1659856913186,0.2593696632601526,1.0,0.8874195928281683,0.03108399999999989,0.9786029999999999
31,-132.16886199225428,0.2228361106128997,1.0,0.8844287237083401,0.03150200000000014,1.010105
32,-132.17096660424937,0.1893767842181211,1.0,0.9066212550604666,0.02975899999999987,1.039864
33,-132.17255647956614,0.164804117805127,1.0,0.8974617801382688,0.03533800000000009,1.075202
34,-132.1737161156144,0.1421481095333819,1.0,0.9094590277562383,0.035426999999999875,1.1106289999999999
35,-132.1745096494982,0.12307236719018044,1.0,0.8953742493866732,0.03910900000000006,1.149738
36,-132.17518322128038,0.1054783856500232,1.0,0.8998720624215476,0.04343399999999997,1.193172
37,-132.17564944487486,0.09054640824121055,1.0,0.8768915494133338,0.03758400000000006,1.230756
38,-132.17600174260866,0.07596462906479877,1.0,0.8931879624789556,0.03285899999999997,1.263615
39,-132.17623993790528,0.06480612665810058,1.0,0.8924514144106415,0.036801000000000084,1.300416
40,-132.1764102345316,0.05541431965200676,1.0,0.8865225439838903,0.03955699999999984,1.3399729999999999
41,-132.1765497302511,0.04698253469741723,1.0,0.9179291031858159,0.035870999999999986,1.3758439999999998
42,-132.17663518713724,0.04110090328869544,1.0,0.9208818034826314,0.038550000000000084,1.414394
43,-132.17669913407752,0.03600930824037696,1.0,0.9015477972364508,0.038022,1.452416
44,-132.17675298891817,0.030874752836980886,1.0,0.8767508163758272,0.03417300000000001,1.486589
45,-132.17679361597402,0.025891328894415255,1.0,0.945968536935176,0.035641000000000034,1.52223
46,-132.1768167350072,0.0233808531179587,1.0,0.8975167320708926,0.04004799999999986,1.5622779999999998
47,-132.17683763429187,0.019871536760632063,1.0,0.8927659385996403,0.04038800000000009,1.602666
48,-132.1768515567083,0.017146297990601522,1.0,0.8884812924314861,0.042961999999999945,1.6456279999999999
49,-132.1768630733331,0.014409085734459108,1.0,0.8797306127140595,0.04756000000000027,1.6931880000000001
50,-132.17687148012237,0.012074035872981722,1.0,0.9117956020995385,0.03127899999999961,1.7244669999999998
51,-132.17687698059348,0.010641757323027095,1.0,0.8983867627668299,0.03180700000000014,1.756274
52,-132.17688146126082,0.009276130712657146,1.0,0.9084106991249453,0.030161000000000104,1.786435
53,-132.17688487312307,0.008059790868046856,1.0,0.8912320878804691,0.031216000000000133,1.8176510000000001
54,-132.1768875734943,0.006941960032512296,1.0,0.9136046643597807,0.03204199999999968,1.8496929999999998
55,-132.17688917652072,0.006078608663770405,1.0,0.891268013779744,0.030139000000000138,1.879832
56,-132.17689061682796,0.005232969811854418,1.0,0.8983968403229867,0.030537999999999954,1.91037
57,-132.1768916533859,0.0045241794944411995,1.0,0.9099991916174353,0.02846200000000021,1.938832
58,-132.17689245847583,0.003971629457450957,1.0,0.888492863390099,0.028859999999999886,1.967692
59,-132.17689306582952,0.003381688504338276,1.0,0.8964418960407317,0.030561999999999756,1.9982539999999998
60,-132.17689352635838,0.0029119233717809245,1.0,0.894651061581225,0.031885000000000385,2.030139
61,-132.1768938577918,0.0025147081375421834,1.0,0.9147962929894783,0.030901999999999763,2.061041
62,-132.17689409340687,0.0022253124869283285,1.0,0.8895028591879279,0.030905999999999878,2.091947
63,-132.17689427035705,0.0018984787002021871,1.0,0.8663802424300489,0.030577000000000076,2.122524
64,-132.17689441347864,0.0015934672884035243,1.0,0.8965293548240336,0.03027600000000019,2.1528
65,-132.17689450853953,0.0013781254976493644,1.0,0.9121562672650073,0.029109999999999747,2.18191
66,-132.17689457590527,0.001202560561659516,1.0,0.8885030563498377,0.0286010000000001,2.210511
67,-132.17689463377476,0.0010294242203126277,1.0,0.9095018938539458,0.034413999999999945,2.244925
68,-132.17689467123185,0.000901361908428197,1.0,0.8957094850667684,0.030479000000000145,2.275404
69,-132.17689469884118,0.000780729363506161,1.0,0.8839450103213271,0.0318179999999999,2.307222
70,-132.17689472317062,0.0006715045600831479,1.0,0.8912488300046657,0.02937700000000021,2.336599
71,-132.17689474146124,0.0005788228711212221,1.0,0.8890841864979655,0.029818999999999818,2.366418
72,-132.1768947538488,0.0004947441043451855,1.0,0.8927503171862952,0.030591999999999953,2.39701
73,-132.17689476313168,0.00042305292526456694,1.0,0.8927480160220191,0.031095000000000095,2.428105
74,-132.17689477007582,0.0003652187655872508,1.0,0.8913464934016371,0.02999200000000002,2.458097
75,-132.17689477515947,0.0003177631556933432,1.0,0.8989370748869309,0.03632299999999988,2.49442
76,-132.1768947790432,0.0002741502095636277,1.0,0.9054601369983515,0.03498200000000029,2.529402
77,-132.17689478186378,0.00023908590449162582,1.0,0.8806410613123882,0.032887999999999806,2.56229
78,-132.17689478408528,0.00020169705214047895,1.0,0.8929078593017571,0.03283399999999981,2.5951239999999998
79,-132.17689478564023,0.00017309657521746052,1.0,0.8985108845439626,0.03500000000000014,2.630124
80,-132.1768947867123,0.00015070033968612437,1.0,0.8857195820416495,0.03208400000000022,2.662208
81,-132.17689478752294,0.0001281742105029148,1.0,0.9026710723308191,0.030042999999999598,2.6922509999999997
82,-132.17689478813472,0.00011104164325261423,1.0,0.8881328172333359,0.02955500000000022,2.721806
83,-132.17689478864497,9.461272330785181e-05,1.0,0.9045426350756602,0.030104999999999826,2.7519109999999998
84,-132.17689478896244,8.218168461631534e-05,1.0,0.8798999428146154,0.028671000000000113,2.780582
85,-132.17689478920104,6.948458398655481e-05,1.0,0.8907288416121173,0.02949400000000013,2.810076
86,-132.17689478937174,6.055232478229567e-05,1.0,0.8730816023607829,0.03418999999999972,2.8442659999999997
87,-132.1768947895075,5.122057433618626e-05,1.0,0.8872871356342646,0.03205300000000033,2.876319
88,-132.17689478960267,4.3481482036628243e-05,1.0,0.9007223457305994,0.030352999999999852,2.906672
89,-132.1768947896699,3.774451597745789e-05,1.0,0.8977686570826797,0.03191100000000002,2.938583
90,-132.17689478972258,3.223656124071351e-05,1.0,0.8887823601319328,0.02705700000000011,2.96564
91,-132.176894789762,2.7562606156342454e-05,1.0,0.8921196442469393,0.028953000000000007,2.994593
92,-132.1768947897914,2.3757863195043533e-05,1.0,0.8793080311270061,0.029595999999999734,3.024189
93,-132.1768947898138,2.0209804172607403e-05,1.0,0.9096953406045964,0.03196000000000021,3.056149
94,-132.17689478982845,1.771618642753303e-05,1.0,0.8905644456060151,0.03306599999999982,3.089215
95,-132.1768947898408,1.5238895060828638e-05,1.0,0.8993316524870821,0.029644000000000226,3.118859
96,-132.17689478984875,1.3160922074238323e-05,1.0,0.8850780345414525,0.03189200000000003,3.150751
97,-132.17689478985525,1.117381792434466e-05,1.0,0.917926346682154,0.0293009999999998,3.180052
98,-132.17689478985992,9.904024057821758e-06,1.0,0.891379431321227,0.030747999999999998,3.2108
99,-132.1768947898638,8.570615999077513e-06,1.0,0.8894929667601682,0.0333429999999999,3.2441429999999998
100,-132.1768947898666,7.381839221362703e-06,1.0,0.8823536099853988,0.028472000000000275,3.272615
101,-132.17689478986847,6.318403730057822e-06,1.0,0.8854570269059379,0.03322899999999995,3.305844
102,-132.17689478986998,5.458353550770045e-06,1.0,0.9074841583990588,0.031060999999999783,3.336905
103,-132.17689478987097,4.8252035112388215e-06,1.0,0.8947842744885378,0.028796000000000266,3.365701
104,-132.17689478987185,4.142412743555194e-06,1.0,0.8889564536997646,0.031873999999999736,3.397575
105,-132.17689478987256,3.575355591666486e-06,1.0,0.875345819930668,0.02981300000000031,3.427388
106,-132.17689478987307,3.0427362378721324e-06,1.0,0.8733183937828793,0.027646999999999977,3.455035
107,-132.17689478987342,2.5805706746205893e-06,1.0,0.8795972435913118,0.02784999999999993,3.482885
