k,f,grad_norm,alpha,armijo_iters,gTd,step_norm,eta,lambda_min,inner_method,inner_T,inner_r,inner_solve_iters,hvp_calls_iter,time_iter_sec,seed
0,0.0,14.032653229545275,1.0,0,-2.8150788251555414,0.3585397893054049,14.032653229545275,5.563164650107769,cg,,,,123,0.005454292055219412,0
1,-2.142661150549866,9.619176668174774,1.0,0,-1.43871858216042,0.29960714277249856,9.619176668174774,5.538450837674404,cg,,,,106,0.0011553340591490269,0
2,-3.259177560943229,5.942085875190643,1.0,0,-0.6981636570684645,0.23676618091653204,5.942085875190643,5.316842302235072,cg,,,,107,0.001164209097623825,0
3,-3.766909701421458,2.948151118956858,1.0,0,-0.23330903840058032,0.16174217019068823,2.948151118956858,4.947079829806599,cg,,,,106,0.0011134580709040165,0
4,-3.9208451027981788,1.0103023732092198,1.0,0,-0.03705410660418568,0.07669063225141852,1.0103023732092198,4.82002802809298,cg,,,,108,0.0010510419961065054,0
5,-3.9423267624785963,0.16718483844389703,1.0,0,-0.0011954373758445373,0.015295049037084162,0.16718483844389703,4.448956763797112,cg,,,,106,0.0010025000665336847,0
6,-3.9429440086893095,0.005553556495348764,1.0,0,-1.4631831528199987e-06,0.0005645036160199424,0.005553556495348764,3.489828628613507,cg,,,,106,0.0009948750957846642,0
7,-3.9429447411655683,8.198477674586892e-06,1.0,0,-2.805317570253776e-12,8.479418992612091e-07,8.198477674586892e-06,3.6712810653352497,cg,,,,105,0.0010231658816337585,0
8,-3.9429447411669694,1.713284653339065e-11,,,,,,,cg,,,,0,1.4749821275472641e-05,0
